rep000_seed0000	CFF000428	CFF003956	CFF001018	CFF000659	CFF000637	CFF006553	CFF000083	CFF035066	CFF001189	CFF001406	CFF000670	CFF000672	CFF001027	CFF001499	CFF000209	CFF001554	CFF000256	CFF000558	CFF009478	CFF000237	CFF000474	CFF000079	CFF000737	CFF115363	CFF000022	CFF001975	CFF000810	CFF000424	CFF000605	CFF057668	CFF006988	CFF001201	CFF000503	CFF001323	CFF000427	CFF000062	CFF001929	CFF010002	CFF000500	CFF000063	CFF000072	CFF001243	CFF000228	CFF000330	CFF001254	CFF000331	CFF000437	CFF000610	CFF001141	CFF000322	CFF000319	CFF000379	CFF001257	CFF002337	CFF000451	CFF000899	CFF000575	CFF002295	CFF000044	CFF000452	CFF000274	CFF002891	CFF000013	CFF000622	CFF000752	CFF003996	CFF000523	CFF000621	CFF029952	CFF016868	CFF005943	CFF000624	CFF000178
rep614_seed2639	FAM006759	FAM003944	FAM003290	FAM001190	FAM001861	FAM003503	FAM002167	FAM003230	FAM000077	FAM003167	FAM007042	FAM010233	FAM000825	FAM012515	FAM004150	FAM005599	FAM006977	FAM004208	FAM000519	FAM007580	FAM010769	FAM002437	FAM001252	FAM000324	FAM003268	FAM001245	FAM010453	FAM000628	FAM004115	FAM001595	FAM007844	FAM007120	FAM002116	FAM001834	FAM004328	FAM005754	FAM000551	FAM001680	FAM001814	FAM010516	FAM001584	FAM007106	FAM005312	FAM011137	FAM004031	FAM002535	FAM013751	FAM002487	FAM001435	FAM014002	FAM002728	FAM002435	FAM005135	FAM012303	FAM005461	FAM000230	FAM002129	FAM012828	FAM010052	FAM001945	FAM000563	FAM011149	FAM013624	FAM009897	FAM005082	FAM008552	FAM010125	FAM012120	FAM130112	FAM069543	FAM038714	FAM034588	FAM017702
rep615_seed2640	FAM000614	FAM002334	FAM005227	FAM012822	FAM008604	FAM002489	FAM001334	FAM003028	FAM003865	FAM003907	FAM010836	FAM005242	FAM002640	FAM001392	FAM012110	FAM013963	FAM002855	FAM002428	FAM010919	FAM001690	FAM001337	FAM006929	FAM002008	FAM000514	FAM006126	FAM010098	FAM003703	FAM001601	FAM002861	FAM003090	FAM010039	FAM013936	FAM008217	FAM002161	FAM001904	FAM003297	FAM005027	FAM012092	FAM014605	FAM004330	FAM009437	FAM003464	FAM008002	FAM002954	FAM002615	FAM012281	FAM005636	FAM010446	FAM002001	FAM004890	FAM000928	FAM009388	FAM006743	FAM012826	FAM003719	FAM001093	FAM004441	FAM006648	FAM000955	FAM003027	FAM001564	FAM002204	FAM001925	FAM012994	FAM009475	FAM007460	FAM005855	FAM008903	FAM112889	FAM068925	FAM041570	FAM029302	FAM015556
rep616_seed2641	FAM006798	FAM002946	FAM001392	FAM010597	FAM005947	FAM011515	FAM002537	FAM003987	FAM006743	FAM004209	FAM013788	FAM012646	FAM014538	FAM000497	FAM002097	FAM012110	FAM001373	FAM006762	FAM000182	FAM003701	FAM000073	FAM003614	FAM005746	FAM002735	FAM005340	FAM004059	FAM000673	FAM004719	FAM009512	FAM003994	FAM004966	FAM010763	FAM008895	FAM011065	FAM000246	FAM000230	FAM002507	FAM010296	FAM007691	FAM006318	FAM009264	FAM002486	FAM011257	FAM002715	FAM001657	FAM007811	FAM009134	FAM000626	FAM000985	FAM007482	FAM001542	FAM001008	FAM011474	FAM010245	FAM012594	FAM004070	FAM000745	FAM003334	FAM004157	FAM001750	FAM006846	FAM007810	FAM008489	FAM008798	FAM013696	FAM012119	FAM005054	FAM008851	FAM141873	FAM058107	FAM039711	FAM031633	FAM026720
rep617_seed2642	FAM003196	FAM012464	FAM014121	FAM003114	FAM002274	FAM007492	FAM001633	FAM002058	FAM010196	FAM005762	FAM011661	FAM001570	FAM004650	FAM002461	FAM002483	FAM004050	FAM005504	FAM004243	FAM004885	FAM001363	FAM003471	FAM003681	FAM010900	FAM005223	FAM004467	FAM003523	FAM000136	FAM004617	FAM002177	FAM001182	FAM001943	FAM011474	FAM001313	FAM006215	FAM008460	FAM008308	FAM005351	FAM004052	FAM009117	FAM002524	FAM000857	FAM001451	FAM004637	FAM005549	FAM013250	FAM001536	FAM012324	FAM014538	FAM006638	FAM004967	FAM004868	FAM012671	FAM009622	FAM006237	FAM002468	FAM000696	FAM009893	FAM003289	FAM002605	FAM000811	FAM000301	FAM013564	FAM005887	FAM011491	FAM009751	FAM010814	FAM014562	FAM003582	FAM123234	FAM074673	FAM036031	FAM029230	FAM015631
rep618_seed2643	FAM003365	FAM005945	FAM004712	FAM004011	FAM004614	FAM004975	FAM013605	FAM006743	FAM003233	FAM013236	FAM004354	FAM012822	FAM002807	FAM002338	FAM006305	FAM002051	FAM005371	FAM004468	FAM003730	FAM003693	FAM002413	FAM003119	FAM006468	FAM000819	FAM006343	FAM000361	FAM007162	FAM003989	FAM012158	FAM001139	FAM002575	FAM013176	FAM008316	FAM008294	FAM011677	FAM001902	FAM000829	FAM000029	FAM000336	FAM000728	FAM010961	FAM005343	FAM001010	FAM004072	FAM003360	FAM002111	FAM000142	FAM004521	FAM000783	FAM007689	FAM008204	FAM000150	FAM004549	FAM009440	FAM006488	FAM004291	FAM011244	FAM001160	FAM005839	FAM000222	FAM000421	FAM014010	FAM000078	FAM011153	FAM011573	FAM005502	FAM006180	FAM006698	FAM114720	FAM058676	FAM036715	FAM040848	FAM026335
rep619_seed2644	FAM001563	FAM008572	FAM004049	FAM012398	FAM005191	FAM011367	FAM006938	FAM009091	FAM003704	FAM006766	FAM001589	FAM005468	FAM002636	FAM007975	FAM003795	FAM008508	FAM000855	FAM013149	FAM007965	FAM008714	FAM005721	FAM000382	FAM003068	FAM009550	FAM012027	FAM003515	FAM009411	FAM002261	FAM004281	FAM003282	FAM000803	FAM001273	FAM002303	FAM010151	FAM007845	FAM004103	FAM003021	FAM003074	FAM000361	FAM002581	FAM001970	FAM002086	FAM002986	FAM003062	FAM002698	FAM002451	FAM008960	FAM007239	FAM000087	FAM007698	FAM011029	FAM013121	FAM013645	FAM005798	FAM000262	FAM007415	FAM004739	FAM004260	FAM003139	FAM012608	FAM001299	FAM004801	FAM006242	FAM012556	FAM013289	FAM012886	FAM008305	FAM010849	FAM124057	FAM071720	FAM043329	FAM033221	FAM016358
rep620_seed2645	FAM006697	FAM003111	FAM000567	FAM008971	FAM000753	FAM001056	FAM006794	FAM002495	FAM003325	FAM000104	FAM012955	FAM009523	FAM003195	FAM002827	FAM000368	FAM000481	FAM003562	FAM010324	FAM001705	FAM008698	FAM003838	FAM006082	FAM002979	FAM000895	FAM000483	FAM000922	FAM002842	FAM006518	FAM004269	FAM001355	FAM004125	FAM011590	FAM010552	FAM010207	FAM000479	FAM000259	FAM008272	FAM001192	FAM010079	FAM004470	FAM013211	FAM007494	FAM001737	FAM003566	FAM006769	FAM001469	FAM003155	FAM012951	FAM007780	FAM004865	FAM004831	FAM002856	FAM004731	FAM000017	FAM002019	FAM005097	FAM000902	FAM005032	FAM008827	FAM013611	FAM002694	FAM003831	FAM000183	FAM014551	FAM012859	FAM011728	FAM007694	FAM007061	FAM121056	FAM072727	FAM036716	FAM039580	FAM022349
rep621_seed2646	FAM003399	FAM003036	FAM004510	FAM003275	FAM005205	FAM008787	FAM010000	FAM002909	FAM004213	FAM005757	FAM004003	FAM005246	FAM007375	FAM001367	FAM006697	FAM000631	FAM007090	FAM008901	FAM007705	FAM003088	FAM008892	FAM001708	FAM008539	FAM003450	FAM004029	FAM005552	FAM005694	FAM003961	FAM010698	FAM003704	FAM009081	FAM001381	FAM004954	FAM004155	FAM002075	FAM003509	FAM009886	FAM003788	FAM010478	FAM006775	FAM002381	FAM004467	FAM000303	FAM000226	FAM003862	FAM000936	FAM002168	FAM011773	FAM001567	FAM004092	FAM005987	FAM005041	FAM002998	FAM000050	FAM005507	FAM000577	FAM000647	FAM002193	FAM000564	FAM001855	FAM011078	FAM000015	FAM006685	FAM013540	FAM008351	FAM007738	FAM013711	FAM012666	FAM112989	FAM074282	FAM040066	FAM030785	FAM016238
rep622_seed2647	FAM003866	FAM003887	FAM006913	FAM003503	FAM001650	FAM011189	FAM002266	FAM003414	FAM007639	FAM002748	FAM009934	FAM008035	FAM004404	FAM007406	FAM007846	FAM004406	FAM004651	FAM006105	FAM007517	FAM000874	FAM008276	FAM004958	FAM000931	FAM009004	FAM002525	FAM000895	FAM004835	FAM010453	FAM000359	FAM000996	FAM000541	FAM001165	FAM001977	FAM002164	FAM000075	FAM013051	FAM000394	FAM003641	FAM002897	FAM001518	FAM000456	FAM001167	FAM011519	FAM002978	FAM005978	FAM004887	FAM004020	FAM001550	FAM007316	FAM002895	FAM010957	FAM010367	FAM009777	FAM004691	FAM008359	FAM010376	FAM000970	FAM002183	FAM001049	FAM002146	FAM002542	FAM001308	FAM011092	FAM008607	FAM006906	FAM008431	FAM009218	FAM005164	FAM108479	FAM066577	FAM040806	FAM039248	FAM020171
rep623_seed2648	FAM003278	FAM005784	FAM001693	FAM001996	FAM002856	FAM008165	FAM013099	FAM004547	FAM000172	FAM001110	FAM002015	FAM002799	FAM008191	FAM002972	FAM003994	FAM006106	FAM012134	FAM004456	FAM000597	FAM013577	FAM008482	FAM011532	FAM002656	FAM007294	FAM001770	FAM007764	FAM005521	FAM007967	FAM001937	FAM006126	FAM002831	FAM001153	FAM004101	FAM004817	FAM014494	FAM002556	FAM000257	FAM001610	FAM005057	FAM007321	FAM000760	FAM003202	FAM006215	FAM010871	FAM013168	FAM001098	FAM012014	FAM004310	FAM002824	FAM007259	FAM009418	FAM004059	FAM004160	FAM003119	FAM011310	FAM005648	FAM002245	FAM004062	FAM001535	FAM007279	FAM001620	FAM012783	FAM004244	FAM009756	FAM008799	FAM005127	FAM009830	FAM005026	FAM127798	FAM063090	FAM037707	FAM031580	FAM015356
rep624_seed2649	FAM009424	FAM013074	FAM003012	FAM009107	FAM001735	FAM005270	FAM003774	FAM008813	FAM002515	FAM003214	FAM000023	FAM012265	FAM001888	FAM004404	FAM009192	FAM005181	FAM004865	FAM007196	FAM009277	FAM004193	FAM001952	FAM007830	FAM001132	FAM005088	FAM009957	FAM001846	FAM000641	FAM004737	FAM001828	FAM003560	FAM009701	FAM005890	FAM011189	FAM013075	FAM005251	FAM012190	FAM008779	FAM002065	FAM005445	FAM001850	FAM011506	FAM004531	FAM004985	FAM000376	FAM005468	FAM007135	FAM000461	FAM005314	FAM000271	FAM001717	FAM002455	FAM000409	FAM001944	FAM003553	FAM005267	FAM004473	FAM004725	FAM003276	FAM003745	FAM008072	FAM002890	FAM005386	FAM003989	FAM013540	FAM008828	FAM012734	FAM002362	FAM004789	FAM121468	FAM065062	FAM028487	FAM029562	FAM026624
rep625_seed2650	FAM013649	FAM000726	FAM001038	FAM000134	FAM009459	FAM002949	FAM001283	FAM009200	FAM006314	FAM006147	FAM004240	FAM000812	FAM010991	FAM003722	FAM002662	FAM012689	FAM003217	FAM006330	FAM003307	FAM002359	FAM010727	FAM009418	FAM010399	FAM004212	FAM006726	FAM001508	FAM005755	FAM011118	FAM013069	FAM000546	FAM002321	FAM005940	FAM006500	FAM007394	FAM000467	FAM008487	FAM011569	FAM000782	FAM005374	FAM001719	FAM009089	FAM007160	FAM007308	FAM001428	FAM000204	FAM013930	FAM008035	FAM003513	FAM002723	FAM002397	FAM012772	FAM000897	FAM011341	FAM012423	FAM000811	FAM008346	FAM007114	FAM012052	FAM010543	FAM006117	FAM003972	FAM000455	FAM008928	FAM011114	FAM014622	FAM008633	FAM003724	FAM007457	FAM113582	FAM062707	FAM035398	FAM040954	FAM024510
rep626_seed2651	FAM006555	FAM011841	FAM001102	FAM013612	FAM007420	FAM000052	FAM003312	FAM007066	FAM012233	FAM005762	FAM006003	FAM007557	FAM002690	FAM002967	FAM006277	FAM007870	FAM003327	FAM001796	FAM008056	FAM004986	FAM000777	FAM003316	FAM012777	FAM004239	FAM000478	FAM002959	FAM003729	FAM007492	FAM001433	FAM001661	FAM010617	FAM002504	FAM007482	FAM002129	FAM000227	FAM002006	FAM001426	FAM001442	FAM001039	FAM010059	FAM002563	FAM001087	FAM010255	FAM003241	FAM003740	FAM007520	FAM008384	FAM010746	FAM008299	FAM001714	FAM001690	FAM002758	FAM007671	FAM004057	FAM009090	FAM000059	FAM002068	FAM002686	FAM008281	FAM012741	FAM010554	FAM005058	FAM004564	FAM007707	FAM009764	FAM007960	FAM013894	FAM004640	FAM142306	FAM061139	FAM037313	FAM033086	FAM027429
rep627_seed2652	FAM001615	FAM007027	FAM006953	FAM000840	FAM002165	FAM001851	FAM000003	FAM005972	FAM006316	FAM005263	FAM000042	FAM003872	FAM002794	FAM004475	FAM000829	FAM012203	FAM007214	FAM003683	FAM000885	FAM000163	FAM012285	FAM004231	FAM003671	FAM009084	FAM001185	FAM010805	FAM005319	FAM001533	FAM002114	FAM001497	FAM005920	FAM012034	FAM001450	FAM001271	FAM006670	FAM001307	FAM009129	FAM006786	FAM001107	FAM001072	FAM001334	FAM001055	FAM006217	FAM000639	FAM007794	FAM003152	FAM000744	FAM006650	FAM012476	FAM004062	FAM000286	FAM002614	FAM008165	FAM013481	FAM000583	FAM006391	FAM000479	FAM001175	FAM002007	FAM000121	FAM004072	FAM004536	FAM002949	FAM012330	FAM013114	FAM012617	FAM012120	FAM007181	FAM133702	FAM066929	FAM042478	FAM042471	FAM023465
rep628_seed2653	FAM007090	FAM006986	FAM005516	FAM001341	FAM003025	FAM004584	FAM010008	FAM007890	FAM004446	FAM001456	FAM000456	FAM007850	FAM007133	FAM008671	FAM004936	FAM002116	FAM008171	FAM008464	FAM003859	FAM004782	FAM008764	FAM002168	FAM008191	FAM010919	FAM000975	FAM000793	FAM007204	FAM014074	FAM008326	FAM002370	FAM009682	FAM009605	FAM002121	FAM012933	FAM000154	FAM012298	FAM002315	FAM009490	FAM001239	FAM008715	FAM011655	FAM009471	FAM005926	FAM000188	FAM003398	FAM006111	FAM010438	FAM005364	FAM012024	FAM003369	FAM006078	FAM011848	FAM006661	FAM003005	FAM003420	FAM004376	FAM009032	FAM009213	FAM008746	FAM008272	FAM000783	FAM010608	FAM003944	FAM011153	FAM010470	FAM008997	FAM007888	FAM014626	FAM128776	FAM068634	FAM038714	FAM034736	FAM020424
rep629_seed2654	FAM005966	FAM000213	FAM007360	FAM001877	FAM008098	FAM008560	FAM000959	FAM000005	FAM000515	FAM005660	FAM011841	FAM008359	FAM002224	FAM011672	FAM002062	FAM006162	FAM004106	FAM000460	FAM012068	FAM006335	FAM000068	FAM011715	FAM000904	FAM000061	FAM007025	FAM002864	FAM001661	FAM005461	FAM004700	FAM003436	FAM004719	FAM001887	FAM000851	FAM001343	FAM010451	FAM001062	FAM008980	FAM003823	FAM004447	FAM008286	FAM004889	FAM004666	FAM002585	FAM006876	FAM000305	FAM005776	FAM010197	FAM011200	FAM001391	FAM007259	FAM005519	FAM000300	FAM003618	FAM001967	FAM005628	FAM003771	FAM000008	FAM007805	FAM003262	FAM003617	FAM002604	FAM001264	FAM001318	FAM013512	FAM011743	FAM005814	FAM006935	FAM009656	FAM113096	FAM058845	FAM036916	FAM032743	FAM026530
rep630_seed2655	FAM013477	FAM007308	FAM009766	FAM004286	FAM006551	FAM000314	FAM008492	FAM000288	FAM011978	FAM003078	FAM002908	FAM011546	FAM003298	FAM002296	FAM008506	FAM011307	FAM000959	FAM013236	FAM007135	FAM001940	FAM006317	FAM003602	FAM000231	FAM002069	FAM013566	FAM009105	FAM003308	FAM005038	FAM000866	FAM004445	FAM009293	FAM012379	FAM000898	FAM007926	FAM003365	FAM003727	FAM005846	FAM002532	FAM003581	FAM003001	FAM000525	FAM007955	FAM008160	FAM005449	FAM003225	FAM002304	FAM007665	FAM005417	FAM013492	FAM000109	FAM010961	FAM000888	FAM001316	FAM002779	FAM012031	FAM013349	FAM011239	FAM002976	FAM000320	FAM000903	FAM005278	FAM001456	FAM001809	FAM010858	FAM009011	FAM011485	FAM010971	FAM007456	FAM124879	FAM062247	FAM035329	FAM038151	FAM028284
rep631_seed2656	FAM005091	FAM000885	FAM006026	FAM004859	FAM003226	FAM007635	FAM008518	FAM002459	FAM009439	FAM011294	FAM006788	FAM007811	FAM002574	FAM007089	FAM002166	FAM003479	FAM004057	FAM003729	FAM003099	FAM005382	FAM000586	FAM000721	FAM004547	FAM000510	FAM007123	FAM003220	FAM001649	FAM000746	FAM004471	FAM008764	FAM005863	FAM007260	FAM002184	FAM000187	FAM001824	FAM005142	FAM005159	FAM002794	FAM001334	FAM000531	FAM005080	FAM008108	FAM004353	FAM002695	FAM008805	FAM006139	FAM011738	FAM002353	FAM005153	FAM002988	FAM000843	FAM003745	FAM001833	FAM012052	FAM001286	FAM002802	FAM005006	FAM000448	FAM006221	FAM007406	FAM000909	FAM000031	FAM005674	FAM010183	FAM007486	FAM007787	FAM013350	FAM009616	FAM111767	FAM062572	FAM029653	FAM031987	FAM023784
rep632_seed2657	FAM008805	FAM009408	FAM012021	FAM002263	FAM004338	FAM001367	FAM001863	FAM003554	FAM001090	FAM013748	FAM003845	FAM013449	FAM005410	FAM002289	FAM008635	FAM006744	FAM001751	FAM003769	FAM002344	FAM008223	FAM011310	FAM009810	FAM001182	FAM001051	FAM005247	FAM000996	FAM007925	FAM006299	FAM006217	FAM004072	FAM007137	FAM004642	FAM009921	FAM000730	FAM002642	FAM002206	FAM002647	FAM005766	FAM001066	FAM001044	FAM011356	FAM000276	FAM012575	FAM000915	FAM003907	FAM005202	FAM000234	FAM000818	FAM004666	FAM013283	FAM004305	FAM012741	FAM010151	FAM007926	FAM001349	FAM000278	FAM000662	FAM011242	FAM007017	FAM014097	FAM002536	FAM004177	FAM000193	FAM014558	FAM012017	FAM004498	FAM013459	FAM006479	FAM119250	FAM059050	FAM031387	FAM040251	FAM021300
rep633_seed2658	FAM004877	FAM010885	FAM003336	FAM000643	FAM013577	FAM007355	FAM006950	FAM010676	FAM011978	FAM001330	FAM001175	FAM012962	FAM003278	FAM000460	FAM010883	FAM000524	FAM009603	FAM001971	FAM002980	FAM001495	FAM010241	FAM002791	FAM005945	FAM005920	FAM007706	FAM008523	FAM000825	FAM006586	FAM001683	FAM001400	FAM002597	FAM011847	FAM001532	FAM000568	FAM002906	FAM000301	FAM000955	FAM010344	FAM004167	FAM005105	FAM005799	FAM013155	FAM005044	FAM007958	FAM004562	FAM005525	FAM006545	FAM007072	FAM000851	FAM005471	FAM008312	FAM001022	FAM001859	FAM011210	FAM002148	FAM011059	FAM007975	FAM001909	FAM003323	FAM000127	FAM001155	FAM001688	FAM008175	FAM010183	FAM012655	FAM011022	FAM005824	FAM009137	FAM127330	FAM068634	FAM040572	FAM035293	FAM014661
rep634_seed2659	FAM008272	FAM002094	FAM003550	FAM003516	FAM000200	FAM000842	FAM006520	FAM000749	FAM002793	FAM013449	FAM002718	FAM001565	FAM002395	FAM004206	FAM004125	FAM002860	FAM001486	FAM013864	FAM003039	FAM011497	FAM006382	FAM001297	FAM005083	FAM000537	FAM000366	FAM006629	FAM001681	FAM003031	FAM004871	FAM003432	FAM000830	FAM003529	FAM002247	FAM004365	FAM006847	FAM003443	FAM002277	FAM007118	FAM010990	FAM002685	FAM007017	FAM001979	FAM001898	FAM010991	FAM009090	FAM013117	FAM002496	FAM007975	FAM001756	FAM002815	FAM007640	FAM001011	FAM002246	FAM001174	FAM002020	FAM000404	FAM001260	FAM005255	FAM001849	FAM003758	FAM010893	FAM008922	FAM014111	FAM013803	FAM012889	FAM009537	FAM010558	FAM008634	FAM111324	FAM060326	FAM037313	FAM042682	FAM020233
rep635_seed2660	FAM004243	FAM003824	FAM001962	FAM006908	FAM007800	FAM006013	FAM000686	FAM013236	FAM011345	FAM001890	FAM000224	FAM000769	FAM002717	FAM008718	FAM007718	FAM001459	FAM001739	FAM006929	FAM011034	FAM003345	FAM001544	FAM003159	FAM001005	FAM007321	FAM001842	FAM006217	FAM002300	FAM001288	FAM005857	FAM008421	FAM000234	FAM002081	FAM003853	FAM009934	FAM004334	FAM001952	FAM004254	FAM000916	FAM005149	FAM001477	FAM010809	FAM009701	FAM002524	FAM005566	FAM008101	FAM003721	FAM000140	FAM000425	FAM000965	FAM007744	FAM007952	FAM001184	FAM012214	FAM007129	FAM007120	FAM008135	FAM001102	FAM005767	FAM005915	FAM003174	FAM009426	FAM005516	FAM005551	FAM010915	FAM009094	FAM011253	FAM003197	FAM012002	FAM143465	FAM059489	FAM029936	FAM032724	FAM022473
rep636_seed2661	FAM005052	FAM010859	FAM010325	FAM009584	FAM000553	FAM003436	FAM004737	FAM005582	FAM004888	FAM000836	FAM002521	FAM003795	FAM001065	FAM004257	FAM012214	FAM005753	FAM005287	FAM010076	FAM002288	FAM007597	FAM010984	FAM011585	FAM000689	FAM013655	FAM001013	FAM001848	FAM004466	FAM002796	FAM001055	FAM006661	FAM008329	FAM001787	FAM008619	FAM002597	FAM000419	FAM003241	FAM002072	FAM008508	FAM001864	FAM001887	FAM005751	FAM000848	FAM001702	FAM004641	FAM000400	FAM007731	FAM000709	FAM003251	FAM005087	FAM014097	FAM001423	FAM003571	FAM006297	FAM002954	FAM002965	FAM004942	FAM003180	FAM006605	FAM000643	FAM006760	FAM000116	FAM001500	FAM006304	FAM005189	FAM009104	FAM013300	FAM009947	FAM012241	FAM126667	FAM080860	FAM043389	FAM043162	FAM020677
rep637_seed2662	FAM006077	FAM007183	FAM008973	FAM003053	FAM004491	FAM005882	FAM008149	FAM001281	FAM000120	FAM011725	FAM004963	FAM007375	FAM001568	FAM001580	FAM000238	FAM007824	FAM005227	FAM011523	FAM001937	FAM012276	FAM008321	FAM004196	FAM010146	FAM009544	FAM001448	FAM013947	FAM012012	FAM005391	FAM001637	FAM001529	FAM000521	FAM007830	FAM004229	FAM012199	FAM003310	FAM011967	FAM007201	FAM001813	FAM002497	FAM000785	FAM001930	FAM005516	FAM008212	FAM014003	FAM005660	FAM000365	FAM001325	FAM007036	FAM004517	FAM007690	FAM001959	FAM005256	FAM000985	FAM007134	FAM004670	FAM003396	FAM001064	FAM008094	FAM007123	FAM002740	FAM005652	FAM000262	FAM010543	FAM012834	FAM009775	FAM011135	FAM007617	FAM011162	FAM110322	FAM060956	FAM037413	FAM035976	FAM024085
rep638_seed2663	FAM008562	FAM006751	FAM010497	FAM002876	FAM005362	FAM010394	FAM004549	FAM003258	FAM003211	FAM013969	FAM007669	FAM001585	FAM002510	FAM008294	FAM001909	FAM004471	FAM004799	FAM006847	FAM011398	FAM001733	FAM002932	FAM002915	FAM004180	FAM005132	FAM007083	FAM011625	FAM002251	FAM007525	FAM000631	FAM012707	FAM000845	FAM001231	FAM004309	FAM003618	FAM010510	FAM008957	FAM002618	FAM001056	FAM009074	FAM002217	FAM001728	FAM000720	FAM007884	FAM006775	FAM007148	FAM002194	FAM000262	FAM003185	FAM002955	FAM005316	FAM001609	FAM013131	FAM003455	FAM010644	FAM013834	FAM010106	FAM004684	FAM008709	FAM003652	FAM002283	FAM001706	FAM010469	FAM001044	FAM008711	FAM011934	FAM011606	FAM006178	FAM004953	FAM140089	FAM059614	FAM030356	FAM043365	FAM022566
rep639_seed2664	FAM010445	FAM004301	FAM011578	FAM004103	FAM004174	FAM000838	FAM006847	FAM002747	FAM009081	FAM005280	FAM005866	FAM007122	FAM007925	FAM010623	FAM000535	FAM008321	FAM005084	FAM009129	FAM002045	FAM000885	FAM002182	FAM004521	FAM004671	FAM006930	FAM002700	FAM003371	FAM011665	FAM003245	FAM000377	FAM001182	FAM004550	FAM000181	FAM004593	FAM003614	FAM004546	FAM000635	FAM002455	FAM005919	FAM009400	FAM001008	FAM010927	FAM009761	FAM012201	FAM012530	FAM002140	FAM013860	FAM000101	FAM010228	FAM002343	FAM000281	FAM009876	FAM003007	FAM003405	FAM001156	FAM003269	FAM006977	FAM005135	FAM002543	FAM011826	FAM005145	FAM006205	FAM010890	FAM001423	FAM008711	FAM007102	FAM011594	FAM004680	FAM010361	FAM123206	FAM059149	FAM037413	FAM033787	FAM023521
rep640_seed2665	FAM004543	FAM006962	FAM003769	FAM000423	FAM005400	FAM000582	FAM000461	FAM005767	FAM002984	FAM009666	FAM001795	FAM004253	FAM007549	FAM003201	FAM003180	FAM003302	FAM005267	FAM007612	FAM000798	FAM013482	FAM012608	FAM007640	FAM000517	FAM009814	FAM005135	FAM005245	FAM000310	FAM006095	FAM008671	FAM001470	FAM001420	FAM002910	FAM013751	FAM011019	FAM010008	FAM008251	FAM014505	FAM001345	FAM006901	FAM012472	FAM012746	FAM004449	FAM003490	FAM009713	FAM002073	FAM001684	FAM000242	FAM006471	FAM013016	FAM000809	FAM002219	FAM003316	FAM000987	FAM000010	FAM001207	FAM000702	FAM012966	FAM008299	FAM013415	FAM001350	FAM000853	FAM013208	FAM007161	FAM011491	FAM006409	FAM008555	FAM012559	FAM005645	FAM133948	FAM060326	FAM034917	FAM032582	FAM023104
rep641_seed2666	FAM005998	FAM009798	FAM002840	FAM008153	FAM000315	FAM002406	FAM002344	FAM010880	FAM005781	FAM001815	FAM004475	FAM007087	FAM001893	FAM000006	FAM008346	FAM000339	FAM006199	FAM011868	FAM001570	FAM010197	FAM000764	FAM003673	FAM003795	FAM002992	FAM000890	FAM008865	FAM000376	FAM000596	FAM006820	FAM006615	FAM001845	FAM006809	FAM005883	FAM013529	FAM001450	FAM009689	FAM000725	FAM006774	FAM000351	FAM002892	FAM001628	FAM005806	FAM001728	FAM001714	FAM007105	FAM004177	FAM003338	FAM002267	FAM005149	FAM010410	FAM003916	FAM003180	FAM009264	FAM006805	FAM002842	FAM001226	FAM006744	FAM005890	FAM013853	FAM003904	FAM007992	FAM005413	FAM000585	FAM010250	FAM010848	FAM009128	FAM008268	FAM005698	FAM113593	FAM058216	FAM037411	FAM037720	FAM025193
rep642_seed2667	FAM003779	FAM009971	FAM009090	FAM000100	FAM004133	FAM009676	FAM003303	FAM002949	FAM006250	FAM004984	FAM003394	FAM007875	FAM001017	FAM000775	FAM001516	FAM000878	FAM009896	FAM006901	FAM002796	FAM004447	FAM004605	FAM002617	FAM008600	FAM003087	FAM013041	FAM003432	FAM009660	FAM004025	FAM004278	FAM003001	FAM005300	FAM004931	FAM005055	FAM000611	FAM002117	FAM000362	FAM005929	FAM001575	FAM008553	FAM005149	FAM000686	FAM009023	FAM013276	FAM006332	FAM003810	FAM006211	FAM006717	FAM001657	FAM001786	FAM003146	FAM002909	FAM002933	FAM005114	FAM011182	FAM013423	FAM004230	FAM009195	FAM001029	FAM002026	FAM012867	FAM004540	FAM001238	FAM010317	FAM011491	FAM010632	FAM009905	FAM005092	FAM014110	FAM133491	FAM058242	FAM033148	FAM038626	FAM014661
rep643_seed2668	FAM012966	FAM001105	FAM005949	FAM002387	FAM002037	FAM001689	FAM000726	FAM005392	FAM000047	FAM002941	FAM003663	FAM003949	FAM003841	FAM011486	FAM010569	FAM001366	FAM007958	FAM010929	FAM001874	FAM003765	FAM002312	FAM002029	FAM008152	FAM001353	FAM005940	FAM005533	FAM005726	FAM001831	FAM000074	FAM007509	FAM009822	FAM000774	FAM009418	FAM014260	FAM002478	FAM004541	FAM011848	FAM000832	FAM001510	FAM002878	FAM003275	FAM008618	FAM005601	FAM001042	FAM000804	FAM004840	FAM012667	FAM007705	FAM005017	FAM000097	FAM000813	FAM003780	FAM009968	FAM005945	FAM003122	FAM000887	FAM008113	FAM004397	FAM003591	FAM013788	FAM001265	FAM001834	FAM001736	FAM012815	FAM010882	FAM013418	FAM007367	FAM006976	FAM128313	FAM058048	FAM042605	FAM030577	FAM023774
