rep000_seed0000	CFF000428	CFF000670	CFF000672	CFF001027	CFF001554	CFF000424	CFF000605	CFF001201	CFF000062	CFF000500	CFF000063	CFF000437	CFF000379	CFF001257	CFF000044	CFF000622	CFF000624	CFF000178
rep493_seed2518	FAM001541	FAM007761	FAM001658	FAM000281	FAM001627	FAM013930	FAM004221	FAM012204	FAM000205	FAM002713	FAM001874	FAM004685	FAM002407	FAM011779	FAM004069	FAM002442	FAM002126	FAM000570
rep494_seed2519	FAM002389	FAM002918	FAM013575	FAM000741	FAM007244	FAM001225	FAM000123	FAM003315	FAM002091	FAM007218	FAM008298	FAM008272	FAM014482	FAM001501	FAM001550	FAM009598	FAM004024	FAM001040
rep495_seed2520	FAM009921	FAM001958	FAM003873	FAM003000	FAM000600	FAM004860	FAM007720	FAM007832	FAM001532	FAM003717	FAM012294	FAM001718	FAM005259	FAM000815	FAM004019	FAM005100	FAM005598	FAM010828
rep496_seed2521	FAM001861	FAM002011	FAM010474	FAM005329	FAM000293	FAM010646	FAM001738	FAM011301	FAM006851	FAM002220	FAM012981	FAM012897	FAM000141	FAM002680	FAM000631	FAM000258	FAM003515	FAM002914
rep497_seed2522	FAM002824	FAM003828	FAM006824	FAM010678	FAM014398	FAM002944	FAM005447	FAM004619	FAM000543	FAM001409	FAM002086	FAM001450	FAM007783	FAM009596	FAM004512	FAM011071	FAM000161	FAM001595
rep498_seed2523	FAM009980	FAM009343	FAM002844	FAM012164	FAM006718	FAM003027	FAM006340	FAM005754	FAM011953	FAM001771	FAM001783	FAM001059	FAM005199	FAM007784	FAM001772	FAM003486	FAM000164	FAM002422
rep499_seed2524	FAM001800	FAM000636	FAM000997	FAM011302	FAM002451	FAM003448	FAM012856	FAM002390	FAM012281	FAM007948	FAM003947	FAM000819	FAM004302	FAM005340	FAM001833	FAM004766	FAM007076	FAM008937
rep500_seed2525	FAM007958	FAM014097	FAM001932	FAM004060	FAM006095	FAM008856	FAM002673	FAM001657	FAM003926	FAM005009	FAM009491	FAM007054	FAM001079	FAM000461	FAM004658	FAM002134	FAM014482	FAM003682
rep501_seed2526	FAM004918	FAM002777	FAM010809	FAM007557	FAM003911	FAM006165	FAM001298	FAM004696	FAM010875	FAM005439	FAM010052	FAM001958	FAM009934	FAM002877	FAM005447	FAM005613	FAM008427	FAM002994
rep502_seed2527	FAM004546	FAM005223	FAM011200	FAM002658	FAM002530	FAM001211	FAM004302	FAM005434	FAM000450	FAM008444	FAM000933	FAM009889	FAM000146	FAM003838	FAM013698	FAM009053	FAM001948	FAM004564
rep503_seed2528	FAM009856	FAM008312	FAM002246	FAM010180	FAM004136	FAM008392	FAM000764	FAM006199	FAM006648	FAM002775	FAM013645	FAM010778	FAM008004	FAM002242	FAM012687	FAM000918	FAM000831	FAM011724
rep504_seed2529	FAM000233	FAM009203	FAM003179	FAM009962	FAM003097	FAM007555	FAM014132	FAM013533	FAM011676	FAM001423	FAM002024	FAM002423	FAM008449	FAM011773	FAM011725	FAM006780	FAM003402	FAM003608
rep505_seed2530	FAM005405	FAM004540	FAM004609	FAM004494	FAM011500	FAM008005	FAM001871	FAM001478	FAM002666	FAM005069	FAM007129	FAM003042	FAM000446	FAM001585	FAM002045	FAM007092	FAM001884	FAM000195
rep506_seed2531	FAM002628	FAM002695	FAM001302	FAM003144	FAM013410	FAM007550	FAM000939	FAM007096	FAM009962	FAM012898	FAM002428	FAM009665	FAM006693	FAM001551	FAM004461	FAM000171	FAM010367	FAM002722
rep507_seed2532	FAM007912	FAM001426	FAM006453	FAM005369	FAM002441	FAM004193	FAM001106	FAM004760	FAM000797	FAM002846	FAM004213	FAM009023	FAM014538	FAM002428	FAM008184	FAM003795	FAM003605	FAM001787
rep508_seed2533	FAM000025	FAM012697	FAM005551	FAM002940	FAM003383	FAM001167	FAM003762	FAM006615	FAM010356	FAM014421	FAM000068	FAM003332	FAM005247	FAM002304	FAM002600	FAM007289	FAM009959	FAM011772
rep509_seed2534	FAM003616	FAM000174	FAM002167	FAM008355	FAM008253	FAM007884	FAM004692	FAM009213	FAM013155	FAM007699	FAM013472	FAM000707	FAM002750	FAM002805	FAM004387	FAM007735	FAM005055	FAM001884
rep510_seed2535	FAM008374	FAM007309	FAM009118	FAM001737	FAM001721	FAM003062	FAM009731	FAM003922	FAM001784	FAM008102	FAM000549	FAM012123	FAM000574	FAM007705	FAM001094	FAM003864	FAM003093	FAM005400
rep511_seed2536	FAM012133	FAM002414	FAM005799	FAM000985	FAM002153	FAM007167	FAM005038	FAM003114	FAM000421	FAM013760	FAM001276	FAM002693	FAM001138	FAM002080	FAM007266	FAM011428	FAM011589	FAM002057
rep512_seed2537	FAM008342	FAM001607	FAM004037	FAM000834	FAM013564	FAM005813	FAM007339	FAM014605	FAM005846	FAM002555	FAM010617	FAM011157	FAM000342	FAM002374	FAM000197	FAM003835	FAM010751	FAM002237
rep513_seed2538	FAM005571	FAM013965	FAM005859	FAM010571	FAM007494	FAM003188	FAM006040	FAM002619	FAM005338	FAM003385	FAM009787	FAM003580	FAM006598	FAM011755	FAM005734	FAM010488	FAM004960	FAM006866
rep514_seed2539	FAM003710	FAM009089	FAM011459	FAM004874	FAM002987	FAM008285	FAM002811	FAM012789	FAM005426	FAM004191	FAM009264	FAM005402	FAM001865	FAM008102	FAM005049	FAM004019	FAM007400	FAM006337
rep515_seed2540	FAM012746	FAM011119	FAM001300	FAM004760	FAM001739	FAM003843	FAM004888	FAM005680	FAM002565	FAM003864	FAM002168	FAM006610	FAM001121	FAM003293	FAM001138	FAM002109	FAM010187	FAM007401
rep516_seed2541	FAM011615	FAM003156	FAM000527	FAM004179	FAM004202	FAM000439	FAM011515	FAM012096	FAM001972	FAM002672	FAM006069	FAM000679	FAM006287	FAM001055	FAM004396	FAM011015	FAM001154	FAM006755
rep517_seed2542	FAM006816	FAM011238	FAM005685	FAM001691	FAM006211	FAM008244	FAM013563	FAM013691	FAM010425	FAM003760	FAM006284	FAM014064	FAM006547	FAM002554	FAM002493	FAM002580	FAM000385	FAM002716
rep518_seed2543	FAM000320	FAM003027	FAM007870	FAM010809	FAM001964	FAM006849	FAM002206	FAM006020	FAM001760	FAM001410	FAM003859	FAM003338	FAM002949	FAM002493	FAM008738	FAM000930	FAM000327	FAM004008
rep519_seed2544	FAM009970	FAM002300	FAM000293	FAM011468	FAM007144	FAM002042	FAM010391	FAM000905	FAM001341	FAM012603	FAM005887	FAM005521	FAM003810	FAM000253	FAM001045	FAM005520	FAM002307	FAM008423
rep520_seed2545	FAM014395	FAM003565	FAM001886	FAM000288	FAM001132	FAM000312	FAM003666	FAM002785	FAM012021	FAM011734	FAM001112	FAM009309	FAM001782	FAM007228	FAM001218	FAM001208	FAM001766	FAM006124
rep521_seed2546	FAM012135	FAM004920	FAM000833	FAM007699	FAM006071	FAM005342	FAM007503	FAM002663	FAM003341	FAM007925	FAM006824	FAM003405	FAM007562	FAM010756	FAM014482	FAM010374	FAM000815	FAM001925
rep522_seed2547	FAM011306	FAM008687	FAM003361	FAM000321	FAM007517	FAM002944	FAM008137	FAM004805	FAM002956	FAM006161	FAM000618	FAM003497	FAM006749	FAM009455	FAM005157	FAM011248	FAM008409	FAM008570
rep523_seed2548	FAM011115	FAM005755	FAM010472	FAM003514	FAM001719	FAM008515	FAM007780	FAM000830	FAM000133	FAM006161	FAM000122	FAM008005	FAM001432	FAM013316	FAM000418	FAM001955	FAM003528	FAM007339
rep524_seed2549	FAM001182	FAM007656	FAM005774	FAM007109	FAM003368	FAM000749	FAM008137	FAM001475	FAM003567	FAM011105	FAM006512	FAM002527	FAM007321	FAM000406	FAM001960	FAM001221	FAM001125	FAM007926
rep525_seed2550	FAM000447	FAM012984	FAM006929	FAM006593	FAM000763	FAM002091	FAM009004	FAM000542	FAM003662	FAM001443	FAM008219	FAM001268	FAM000306	FAM005234	FAM005763	FAM006930	FAM002837	FAM001137
rep526_seed2551	FAM001232	FAM006003	FAM000035	FAM012353	FAM012946	FAM009667	FAM007884	FAM008118	FAM002787	FAM006730	FAM006950	FAM001840	FAM004988	FAM004533	FAM006315	FAM006334	FAM011021	FAM000364
rep527_seed2552	FAM006621	FAM012849	FAM003070	FAM005183	FAM003354	FAM011381	FAM004705	FAM008901	FAM003162	FAM001604	FAM004246	FAM005271	FAM007215	FAM000223	FAM011425	FAM014274	FAM010769	FAM004012
rep528_seed2553	FAM002696	FAM005613	FAM002240	FAM003684	FAM000066	FAM001222	FAM012939	FAM010750	FAM002618	FAM002251	FAM004367	FAM002743	FAM013975	FAM007857	FAM000879	FAM004765	FAM001828	FAM000932
rep529_seed2554	FAM012020	FAM002898	FAM000658	FAM010802	FAM009362	FAM009932	FAM013565	FAM001729	FAM000498	FAM003665	FAM000010	FAM002486	FAM006494	FAM002940	FAM002951	FAM006002	FAM004194	FAM001809
rep530_seed2555	FAM002143	FAM004029	FAM014097	FAM005610	FAM004614	FAM004364	FAM001873	FAM007502	FAM006058	FAM012962	FAM001681	FAM001464	FAM010769	FAM009766	FAM007733	FAM002028	FAM005733	FAM001872
rep531_seed2556	FAM007393	FAM004391	FAM009971	FAM003155	FAM000563	FAM012852	FAM013844	FAM011425	FAM000011	FAM003144	FAM000463	FAM002670	FAM004579	FAM000805	FAM010543	FAM010762	FAM008931	FAM012902
rep532_seed2557	FAM002430	FAM002010	FAM001045	FAM007822	FAM010967	FAM005393	FAM006033	FAM007120	FAM003150	FAM008039	FAM003053	FAM006526	FAM001416	FAM013492	FAM003827	FAM002118	FAM008427	FAM002946
rep533_seed2558	FAM005597	FAM004753	FAM000253	FAM001642	FAM002513	FAM002286	FAM000310	FAM000109	FAM007716	FAM001286	FAM010633	FAM004161	FAM003165	FAM004016	FAM005181	FAM007890	FAM002091	FAM005880
rep534_seed2559	FAM001495	FAM005709	FAM004297	FAM001353	FAM009865	FAM009286	FAM009886	FAM001063	FAM001480	FAM012798	FAM003566	FAM004156	FAM002099	FAM007418	FAM004675	FAM004783	FAM014603	FAM000655
rep535_seed2560	FAM005460	FAM002564	FAM009455	FAM001968	FAM005421	FAM009140	FAM007445	FAM000415	FAM003332	FAM002426	FAM006660	FAM005088	FAM000791	FAM001995	FAM002443	FAM012571	FAM002945	FAM001452
rep536_seed2561	FAM013011	FAM000243	FAM002921	FAM008592	FAM004719	FAM005184	FAM001849	FAM010443	FAM000876	FAM005247	FAM001660	FAM009210	FAM001900	FAM002288	FAM003524	FAM001333	FAM006248	FAM006303
rep537_seed2562	FAM000730	FAM008931	FAM004560	FAM001569	FAM011438	FAM001881	FAM011412	FAM011189	FAM006019	FAM010950	FAM007932	FAM003500	FAM003212	FAM009144	FAM004454	FAM007581	FAM001346	FAM011341
rep538_seed2563	FAM007062	FAM012902	FAM013577	FAM011178	FAM000193	FAM011166	FAM011677	FAM003042	FAM004099	FAM002663	FAM006049	FAM010334	FAM000940	FAM001901	FAM003185	FAM000159	FAM002473	FAM000058
rep539_seed2564	FAM004502	FAM005669	FAM003274	FAM001011	FAM000314	FAM001305	FAM009742	FAM003855	FAM003093	FAM001670	FAM001463	FAM007314	FAM000335	FAM001075	FAM009381	FAM008489	FAM003880	FAM004659
rep540_seed2565	FAM013993	FAM009873	FAM011868	FAM001589	FAM005093	FAM004218	FAM000693	FAM003030	FAM003618	FAM000019	FAM007794	FAM003009	FAM004430	FAM003853	FAM005118	FAM012544	FAM000764	FAM002894
rep541_seed2566	FAM007518	FAM000445	FAM011377	FAM005469	FAM008814	FAM013993	FAM002898	FAM009737	FAM000723	FAM002884	FAM001430	FAM001016	FAM004698	FAM001482	FAM013714	FAM013634	FAM013743	FAM001398
rep542_seed2567	FAM003036	FAM001039	FAM004375	FAM003317	FAM012867	FAM007489	FAM006230	FAM013993	FAM014336	FAM008708	FAM011676	FAM009904	FAM011457	FAM002557	FAM004359	FAM008626	FAM001117	FAM001160
rep543_seed2568	FAM001094	FAM000724	FAM013935	FAM003287	FAM000003	FAM011528	FAM002215	FAM000076	FAM012730	FAM003641	FAM000234	FAM002455	FAM002246	FAM003291	FAM002531	FAM005150	FAM007183	FAM002669
rep544_seed2569	FAM001469	FAM002758	FAM006824	FAM006452	FAM002032	FAM001943	FAM001649	FAM006753	FAM000606	FAM000969	FAM012659	FAM002970	FAM013477	FAM005213	FAM013630	FAM007721	FAM003597	FAM007629
rep545_seed2570	FAM006236	FAM004969	FAM005206	FAM001824	FAM005919	FAM008768	FAM004031	FAM000551	FAM001732	FAM005141	FAM001601	FAM001175	FAM000032	FAM006062	FAM007641	FAM001190	FAM003708	FAM007639
rep546_seed2571	FAM013948	FAM000726	FAM006229	FAM001789	FAM001830	FAM007496	FAM001431	FAM003781	FAM007810	FAM001153	FAM012303	FAM008321	FAM005105	FAM014266	FAM014695	FAM006734	FAM000782	FAM001178
rep547_seed2572	FAM001103	FAM001858	FAM001876	FAM001610	FAM004283	FAM001816	FAM008157	FAM005434	FAM001066	FAM002283	FAM011563	FAM002424	FAM008919	FAM002095	FAM008296	FAM013596	FAM001429	FAM002273
rep548_seed2573	FAM003720	FAM014460	FAM005118	FAM003329	FAM002819	FAM001002	FAM003944	FAM006397	FAM000787	FAM002304	FAM001528	FAM001379	FAM012522	FAM002224	FAM004269	FAM000246	FAM005557	FAM007279
rep549_seed2574	FAM000417	FAM000080	FAM008671	FAM010104	FAM009427	FAM002111	FAM001313	FAM000368	FAM001084	FAM005364	FAM008543	FAM000881	FAM005248	FAM004261	FAM001476	FAM012951	FAM001617	FAM003801
rep550_seed2575	FAM012726	FAM000881	FAM003010	FAM002420	FAM000464	FAM005746	FAM004035	FAM003157	FAM000170	FAM010327	FAM007312	FAM002674	FAM001611	FAM002830	FAM006064	FAM001852	FAM008720	FAM013121
rep551_seed2576	FAM002409	FAM001262	FAM013808	FAM011450	FAM000906	FAM001337	FAM001079	FAM000784	FAM012966	FAM002880	FAM002336	FAM009039	FAM009870	FAM000004	FAM008250	FAM011276	FAM002998	FAM012930
rep552_seed2577	FAM006285	FAM002169	FAM005771	FAM001764	FAM001342	FAM002943	FAM011115	FAM000676	FAM002993	FAM003801	FAM009746	FAM006473	FAM003200	FAM004853	FAM004156	FAM005336	FAM006545	FAM003536
rep553_seed2578	FAM001907	FAM009888	FAM007276	FAM000048	FAM000814	FAM000539	FAM001150	FAM001330	FAM005018	FAM003173	FAM006718	FAM006312	FAM000448	FAM008489	FAM003389	FAM013099	FAM001670	FAM001587
rep554_seed2579	FAM006397	FAM011615	FAM005471	FAM013406	FAM002128	FAM010668	FAM000597	FAM006867	FAM003835	FAM001617	FAM004107	FAM013051	FAM001970	FAM010753	FAM001071	FAM010418	FAM005512	FAM011847
rep555_seed2580	FAM001816	FAM011596	FAM001054	FAM004211	FAM006845	FAM000343	FAM003737	FAM010701	FAM005406	FAM004957	FAM002110	FAM003568	FAM001903	FAM000280	FAM004101	FAM000870	FAM005856	FAM003120
rep556_seed2581	FAM010524	FAM006391	FAM003737	FAM002747	FAM004253	FAM002230	FAM014121	FAM002419	FAM002042	FAM001178	FAM004240	FAM001250	FAM012094	FAM013444	FAM003916	FAM010229	FAM006672	FAM000225
rep557_seed2582	FAM002541	FAM008395	FAM005338	FAM001865	FAM001417	FAM004262	FAM000973	FAM006985	FAM007824	FAM010697	FAM005907	FAM002191	FAM001308	FAM013072	FAM013605	FAM013837	FAM007872	FAM000771
rep558_seed2583	FAM005557	FAM010897	FAM007258	FAM011128	FAM003597	FAM001340	FAM006339	FAM006612	FAM000724	FAM008512	FAM012203	FAM008733	FAM005292	FAM004614	FAM005386	FAM002830	FAM007507	FAM004019
rep559_seed2584	FAM004269	FAM000294	FAM001684	FAM002787	FAM000755	FAM008075	FAM003502	FAM012390	FAM003271	FAM006962	FAM009108	FAM003293	FAM000667	FAM004063	FAM001049	FAM002413	FAM002407	FAM011671
rep560_seed2585	FAM003541	FAM009425	FAM000281	FAM010371	FAM006013	FAM004684	FAM001418	FAM008600	FAM003010	FAM003780	FAM002873	FAM003287	FAM003763	FAM001007	FAM000761	FAM005794	FAM002631	FAM006019
rep561_seed2586	FAM001155	FAM001060	FAM000639	FAM003821	FAM011680	FAM002643	FAM001631	FAM005248	FAM002807	FAM002187	FAM000182	FAM007712	FAM000230	FAM006961	FAM002273	FAM011780	FAM008814	FAM009057
rep562_seed2587	FAM001815	FAM005271	FAM002453	FAM000266	FAM002701	FAM007870	FAM002849	FAM001951	FAM000628	FAM002970	FAM005181	FAM005599	FAM008919	FAM000440	FAM000499	FAM009667	FAM005057	FAM004675
rep563_seed2588	FAM000916	FAM010086	FAM013791	FAM009200	FAM006908	FAM004828	FAM005499	FAM003266	FAM001724	FAM009684	FAM006959	FAM007531	FAM002740	FAM006058	FAM014565	FAM002268	FAM001744	FAM000352
rep564_seed2589	FAM001080	FAM003379	FAM001247	FAM005929	FAM005316	FAM003897	FAM011519	FAM008304	FAM007969	FAM009189	FAM014503	FAM005890	FAM010676	FAM007669	FAM003188	FAM011239	FAM004016	FAM010636
rep565_seed2590	FAM013050	FAM005423	FAM007712	FAM007093	FAM000273	FAM013240	FAM012634	FAM001837	FAM011149	FAM002360	FAM003502	FAM000461	FAM010079	FAM004054	FAM005841	FAM011068	FAM003240	FAM007132
rep566_seed2591	FAM012092	FAM000342	FAM002389	FAM004193	FAM000180	FAM005673	FAM010033	FAM006006	FAM011841	FAM002638	FAM007399	FAM001708	FAM002571	FAM005148	FAM006849	FAM007449	FAM011462	FAM005890
rep567_seed2592	FAM001026	FAM001242	FAM002161	FAM003329	FAM005601	FAM011726	FAM007314	FAM003791	FAM013481	FAM005660	FAM007932	FAM000372	FAM001395	FAM004048	FAM013538	FAM005287	FAM004072	FAM005685
rep568_seed2593	FAM001296	FAM006237	FAM005610	FAM012493	FAM001378	FAM008754	FAM003344	FAM004901	FAM005652	FAM001371	FAM003136	FAM002943	FAM006499	FAM001631	FAM009953	FAM002558	FAM001773	FAM002487
rep569_seed2594	FAM003680	FAM000687	FAM007782	FAM009404	FAM001307	FAM000874	FAM009763	FAM012785	FAM001151	FAM012524	FAM006753	FAM003015	FAM000285	FAM013649	FAM000356	FAM011462	FAM005996	FAM002871
rep570_seed2595	FAM004500	FAM012464	FAM005266	FAM000671	FAM000272	FAM010789	FAM003010	FAM002093	FAM002578	FAM010371	FAM000848	FAM002193	FAM001602	FAM007221	FAM001358	FAM000243	FAM010376	FAM012992
rep571_seed2596	FAM003310	FAM011519	FAM000918	FAM002598	FAM000117	FAM006502	FAM005210	FAM005204	FAM002471	FAM001144	FAM000309	FAM007379	FAM005199	FAM004040	FAM012939	FAM002405	FAM000076	FAM012915
rep572_seed2597	FAM007186	FAM000491	FAM005219	FAM000492	FAM002911	FAM002894	FAM005570	FAM004391	FAM009962	FAM003245	FAM009670	FAM006789	FAM005044	FAM011133	FAM004261	FAM010279	FAM007251	FAM005475
rep573_seed2598	FAM001216	FAM010334	FAM002116	FAM001644	FAM009798	FAM007670	FAM002440	FAM007351	FAM002903	FAM003107	FAM005870	FAM005524	FAM003111	FAM004586	FAM000085	FAM001686	FAM001442	FAM001449
rep574_seed2599	FAM004963	FAM000475	FAM002274	FAM010257	FAM014245	FAM005615	FAM000849	FAM011417	FAM007753	FAM006466	FAM006767	FAM007146	FAM009770	FAM009970	FAM003790	FAM000564	FAM006743	FAM003887
rep575_seed2600	FAM007482	FAM001985	FAM008586	FAM005447	FAM002524	FAM001109	FAM004775	FAM005536	FAM007509	FAM013791	FAM005924	FAM008535	FAM004299	FAM000713	FAM002018	FAM003312	FAM002037	FAM007852
rep576_seed2601	FAM006809	FAM003116	FAM007151	FAM004311	FAM001765	FAM000161	FAM008342	FAM009515	FAM004476	FAM012125	FAM001335	FAM004945	FAM008529	FAM010046	FAM006693	FAM012092	FAM008487	FAM005157
rep577_seed2602	FAM005751	FAM000742	FAM009739	FAM007734	FAM001278	FAM000172	FAM001695	FAM000002	FAM002131	FAM010525	FAM002565	FAM007129	FAM001719	FAM004124	FAM000594	FAM000057	FAM002943	FAM001673
rep578_seed2603	FAM000590	FAM002583	FAM003189	FAM001658	FAM001598	FAM003402	FAM011884	FAM001634	FAM013250	FAM003317	FAM000429	FAM000655	FAM000889	FAM005014	FAM005669	FAM000893	FAM007517	FAM010805
rep579_seed2604	FAM010451	FAM002111	FAM002649	FAM003606	FAM000284	FAM005669	FAM001111	FAM011273	FAM001441	FAM002456	FAM012707	FAM000002	FAM000037	FAM007512	FAM003763	FAM002261	FAM012531	FAM011178
rep580_seed2605	FAM004432	FAM000363	FAM007178	FAM009425	FAM003918	FAM000510	FAM013397	FAM002886	FAM001408	FAM005435	FAM009272	FAM002524	FAM001731	FAM005763	FAM011226	FAM001649	FAM003372	FAM000853
rep581_seed2606	FAM012098	FAM000037	FAM000070	FAM002796	FAM000221	FAM013330	FAM003152	FAM014503	FAM007839	FAM004394	FAM002411	FAM009010	FAM014364	FAM011892	FAM012630	FAM012527	FAM004397	FAM014260
rep582_seed2607	FAM011038	FAM007811	FAM004425	FAM007550	FAM004358	FAM000812	FAM007273	FAM012897	FAM001198	FAM011478	FAM002096	FAM000748	FAM001123	FAM002906	FAM010644	FAM004734	FAM004716	FAM013065
rep583_seed2608	FAM003275	FAM004353	FAM002613	FAM001176	FAM007407	FAM000227	FAM004178	FAM000566	FAM000604	FAM008631	FAM009777	FAM005794	FAM000261	FAM000151	FAM013122	FAM000887	FAM002772	FAM004907
rep584_seed2609	FAM010354	FAM004963	FAM005643	FAM003114	FAM004873	FAM002518	FAM001447	FAM000716	FAM005966	FAM002949	FAM011373	FAM000041	FAM001922	FAM002245	FAM000481	FAM000709	FAM000064	FAM000868
rep585_seed2610	FAM006853	FAM005664	FAM004857	FAM005972	FAM005666	FAM008561	FAM012659	FAM001969	FAM004911	FAM002283	FAM006571	FAM003957	FAM003762	FAM005681	FAM007998	FAM007090	FAM010984	FAM007134
rep586_seed2611	FAM009687	FAM010371	FAM013123	FAM001973	FAM000280	FAM002128	FAM000189	FAM001022	FAM010374	FAM001171	FAM005918	FAM007401	FAM005799	FAM002432	FAM007541	FAM004550	FAM008326	FAM000096
rep587_seed2612	FAM002359	FAM000105	FAM003095	FAM001830	FAM003210	FAM003163	FAM008671	FAM003849	FAM005526	FAM001901	FAM001555	FAM003152	FAM004517	FAM003872	FAM000181	FAM001418	FAM013041	FAM006147
rep588_seed2613	FAM001283	FAM005741	FAM001591	FAM001964	FAM003760	FAM013566	FAM000531	FAM012008	FAM002610	FAM000066	FAM001586	FAM005145	FAM001164	FAM010486	FAM000761	FAM001178	FAM000181	FAM007670
rep589_seed2614	FAM005738	FAM008124	FAM003383	FAM013012	FAM009217	FAM006992	FAM003350	FAM001890	FAM003000	FAM003666	FAM001484	FAM003805	FAM001944	FAM000724	FAM014121	FAM000120	FAM000965	FAM001553
rep590_seed2615	FAM001100	FAM013241	FAM001324	FAM005219	FAM004201	FAM008465	FAM003101	FAM004390	FAM009398	FAM007108	FAM006998	FAM012929	FAM001606	FAM008763	FAM002473	FAM007784	FAM013743	FAM003803
rep591_seed2616	FAM002877	FAM009971	FAM007196	FAM005184	FAM005218	FAM002878	FAM000252	FAM000270	FAM006289	FAM011615	FAM000344	FAM000159	FAM001935	FAM012891	FAM005776	FAM000133	FAM003551	FAM011625
rep592_seed2617	FAM003372	FAM001277	FAM004982	FAM006269	FAM006999	FAM001416	FAM004985	FAM012225	FAM004864	FAM001690	FAM003044	FAM005402	FAM005222	FAM002722	FAM007613	FAM004077	FAM000056	FAM008434
rep593_seed2618	FAM007763	FAM014097	FAM006961	FAM003346	FAM000066	FAM000708	FAM001535	FAM002163	FAM008841	FAM000572	FAM010910	FAM000037	FAM013921	FAM001963	FAM001418	FAM005945	FAM000349	FAM006697
rep594_seed2619	FAM006021	FAM003492	FAM001034	FAM006934	FAM000497	FAM006977	FAM002725	FAM003702	FAM002821	FAM005859	FAM013724	FAM001339	FAM008039	FAM007073	FAM004057	FAM004448	FAM002541	FAM004253
rep595_seed2620	FAM001527	FAM001048	FAM011953	FAM009455	FAM001158	FAM011301	FAM007946	FAM006143	FAM000957	FAM008179	FAM010991	FAM001070	FAM002507	FAM001139	FAM005367	FAM003863	FAM003818	FAM005998
rep596_seed2621	FAM009933	FAM003684	FAM008372	FAM013563	FAM000383	FAM005410	FAM002349	FAM004769	FAM010302	FAM000417	FAM002787	FAM010880	FAM001263	FAM008592	FAM005753	FAM007437	FAM013206	FAM011614
rep597_seed2622	FAM014385	FAM006901	FAM012898	FAM007941	FAM007851	FAM010137	FAM003633	FAM011381	FAM013752	FAM013722	FAM000801	FAM000574	FAM001859	FAM006712	FAM011468	FAM000165	FAM002402	FAM013237
rep598_seed2623	FAM009010	FAM013872	FAM013410	FAM004963	FAM001299	FAM007998	FAM010219	FAM004115	FAM010961	FAM009559	FAM000648	FAM005115	FAM009893	FAM011178	FAM000819	FAM004252	FAM011341	FAM000422
rep599_seed2624	FAM008281	FAM004011	FAM004907	FAM007753	FAM006531	FAM002169	FAM013492	FAM003129	FAM001843	FAM012026	FAM002345	FAM006229	FAM000732	FAM008493	FAM002135	FAM008544	FAM004278	FAM008763
rep600_seed2625	FAM009776	FAM006090	FAM007810	FAM002654	FAM002133	FAM012118	FAM000950	FAM000292	FAM002898	FAM000579	FAM010022	FAM000640	FAM008875	FAM013047	FAM005541	FAM001727	FAM004738	FAM005181
rep601_seed2626	FAM012261	FAM003248	FAM005155	FAM012866	FAM002277	FAM003182	FAM006725	FAM005374	FAM009704	FAM007822	FAM001824	FAM004213	FAM005536	FAM000136	FAM011585	FAM001326	FAM003772	FAM003234
rep602_seed2627	FAM000533	FAM004520	FAM010717	FAM002692	FAM004031	FAM005465	FAM001505	FAM004146	FAM003940	FAM003843	FAM007862	FAM002928	FAM010862	FAM000032	FAM003555	FAM004861	FAM006731	FAM003755
rep603_seed2628	FAM002769	FAM000290	FAM002464	FAM001702	FAM006597	FAM008477	FAM002517	FAM002858	FAM002784	FAM013155	FAM000826	FAM002202	FAM010928	FAM001689	FAM002068	FAM007212	FAM006939	FAM006869
rep604_seed2629	FAM006022	FAM011077	FAM012981	FAM002629	FAM007255	FAM010900	FAM005583	FAM008852	FAM003509	FAM010229	FAM008022	FAM000559	FAM006184	FAM001291	FAM008204	FAM008416	FAM012203	FAM008318
rep605_seed2630	FAM000271	FAM003247	FAM001810	FAM011324	FAM004603	FAM002127	FAM003730	FAM012720	FAM001351	FAM013337	FAM000352	FAM011059	FAM000328	FAM002292	FAM006964	FAM009439	FAM002062	FAM000774
rep606_seed2631	FAM001873	FAM004705	FAM002951	FAM001883	FAM012770	FAM004540	FAM002305	FAM001771	FAM000888	FAM003921	FAM000304	FAM000726	FAM004052	FAM005469	FAM004831	FAM000812	FAM003845	FAM003425
rep607_seed2632	FAM000362	FAM003742	FAM014121	FAM004494	FAM001866	FAM003084	FAM001209	FAM008570	FAM009411	FAM004412	FAM001394	FAM000164	FAM004123	FAM010789	FAM000947	FAM001926	FAM004990	FAM004385
rep608_seed2633	FAM007852	FAM000400	FAM001856	FAM004209	FAM008816	FAM000549	FAM000433	FAM013425	FAM005047	FAM002017	FAM011451	FAM002351	FAM000155	FAM002544	FAM001070	FAM002666	FAM003853	FAM001084
rep609_seed2634	FAM007162	FAM009533	FAM006660	FAM004320	FAM001362	FAM004202	FAM000296	FAM000144	FAM007418	FAM000592	FAM010638	FAM000345	FAM007453	FAM001900	FAM003684	FAM000521	FAM001395	FAM002726
rep610_seed2635	FAM012607	FAM002677	FAM001886	FAM013192	FAM000573	FAM003015	FAM001537	FAM004378	FAM002586	FAM002984	FAM000715	FAM002014	FAM003587	FAM002675	FAM009092	FAM004887	FAM005734	FAM004268
