rep000_seed0000	CFF000437	CFF000083	CFF000899	CFF000672	CFF000209	CFF001554	CFF000558	CFF000013	CFF000810	CFF000063	CFF000072	CFF001243	CFF016868	CFF000228	CFF000331
rep280_seed2305	FAM001182	FAM012524	FAM005923	FAM005183	FAM001712	FAM004079	FAM002549	FAM008060	FAM004549	FAM003502	FAM001608	FAM012211	FAM013146	FAM002610	FAM018251
rep281_seed2306	FAM000378	FAM009413	FAM003868	FAM004411	FAM013519	FAM005799	FAM001825	FAM002078	FAM003479	FAM011417	FAM005202	FAM002268	FAM006128	FAM008417	FAM026868
rep282_seed2307	FAM003681	FAM001025	FAM007669	FAM009442	FAM010804	FAM001006	FAM000677	FAM003005	FAM002196	FAM001618	FAM004311	FAM003803	FAM012571	FAM003220	FAM021337
rep283_seed2308	FAM013398	FAM000210	FAM000684	FAM005003	FAM002168	FAM001806	FAM004897	FAM007894	FAM003010	FAM010417	FAM010703	FAM001776	FAM001107	FAM003226	FAM018136
rep284_seed2309	FAM001859	FAM009041	FAM002595	FAM012135	FAM005112	FAM002777	FAM002886	FAM003224	FAM001057	FAM003988	FAM005421	FAM002700	FAM004358	FAM002003	FAM020795
rep285_seed2310	FAM006209	FAM006217	FAM006735	FAM007382	FAM005592	FAM003552	FAM001177	FAM006556	FAM004628	FAM002819	FAM004429	FAM008698	FAM002010	FAM006544	FAM016003
rep286_seed2311	FAM006468	FAM005377	FAM001391	FAM005080	FAM004538	FAM005959	FAM002760	FAM003077	FAM001084	FAM006801	FAM004450	FAM005564	FAM009506	FAM014237	FAM016947
rep287_seed2312	FAM008432	FAM004976	FAM006284	FAM000315	FAM014514	FAM005774	FAM013505	FAM007555	FAM002972	FAM009758	FAM010471	FAM001795	FAM007958	FAM006849	FAM021271
rep288_seed2313	FAM000783	FAM004571	FAM005402	FAM006951	FAM008243	FAM009162	FAM000225	FAM001178	FAM002227	FAM004797	FAM000386	FAM004344	FAM006728	FAM002365	FAM028459
rep289_seed2314	FAM005455	FAM005766	FAM001514	FAM006024	FAM002706	FAM000799	FAM000408	FAM002046	FAM006947	FAM002176	FAM002458	FAM006175	FAM005872	FAM012761	FAM017988
rep290_seed2315	FAM006069	FAM007473	FAM000499	FAM014565	FAM011438	FAM004104	FAM006902	FAM009512	FAM002356	FAM002570	FAM000833	FAM006771	FAM005449	FAM014120	FAM020228
rep291_seed2316	FAM000508	FAM001663	FAM000848	FAM002547	FAM006111	FAM002896	FAM007587	FAM002021	FAM008500	FAM008632	FAM002691	FAM008655	FAM006808	FAM010922	FAM016663
rep292_seed2317	FAM006011	FAM000419	FAM004567	FAM005374	FAM000792	FAM012203	FAM002483	FAM007837	FAM002458	FAM002115	FAM004607	FAM001993	FAM001194	FAM006035	FAM029086
rep293_seed2318	FAM008335	FAM009181	FAM012929	FAM008870	FAM002691	FAM002997	FAM001490	FAM003498	FAM006301	FAM013366	FAM004088	FAM001360	FAM009980	FAM002831	FAM018505
rep294_seed2319	FAM001549	FAM003554	FAM011715	FAM010443	FAM000465	FAM006482	FAM007106	FAM004416	FAM000334	FAM004497	FAM000911	FAM004117	FAM009943	FAM004815	FAM028151
rep295_seed2320	FAM004381	FAM003445	FAM000099	FAM012472	FAM006410	FAM009555	FAM001899	FAM002945	FAM004729	FAM007893	FAM009053	FAM002087	FAM001856	FAM001831	FAM026677
rep296_seed2321	FAM004428	FAM005679	FAM008592	FAM003295	FAM007730	FAM004697	FAM001894	FAM001412	FAM003711	FAM004087	FAM000562	FAM011307	FAM001846	FAM013020	FAM021379
rep297_seed2322	FAM000811	FAM003828	FAM006378	FAM007335	FAM001179	FAM004084	FAM001166	FAM003654	FAM005822	FAM013113	FAM003612	FAM008360	FAM002901	FAM003117	FAM018643
rep298_seed2323	FAM000939	FAM006979	FAM003124	FAM000844	FAM001781	FAM008578	FAM000364	FAM000154	FAM007085	FAM000544	FAM011029	FAM012586	FAM005263	FAM000123	FAM015338
rep299_seed2324	FAM004880	FAM009455	FAM001249	FAM003832	FAM009178	FAM002840	FAM000448	FAM006979	FAM004601	FAM001401	FAM000388	FAM008056	FAM003068	FAM000087	FAM018235
rep300_seed2325	FAM002107	FAM010933	FAM009932	FAM004906	FAM008526	FAM005873	FAM011181	FAM001904	FAM003317	FAM002868	FAM001602	FAM004515	FAM011246	FAM005816	FAM027786
rep301_seed2326	FAM007303	FAM002607	FAM001440	FAM009880	FAM003217	FAM006611	FAM002028	FAM004588	FAM000870	FAM012772	FAM001754	FAM002062	FAM000831	FAM005458	FAM017699
rep302_seed2327	FAM005399	FAM001674	FAM005164	FAM003867	FAM001307	FAM004765	FAM005864	FAM002269	FAM006699	FAM008707	FAM009172	FAM007688	FAM008804	FAM002701	FAM017463
rep303_seed2328	FAM005057	FAM013874	FAM012023	FAM008722	FAM002322	FAM000617	FAM009413	FAM002396	FAM005133	FAM000687	FAM004667	FAM007574	FAM012447	FAM007517	FAM023998
rep304_seed2329	FAM005640	FAM007429	FAM003351	FAM002869	FAM002245	FAM007127	FAM013853	FAM006972	FAM000786	FAM006084	FAM006405	FAM003716	FAM005721	FAM003832	FAM024971
rep305_seed2330	FAM010637	FAM014225	FAM010636	FAM001229	FAM008225	FAM000263	FAM001234	FAM011881	FAM009455	FAM000698	FAM003634	FAM002951	FAM000985	FAM010933	FAM028056
rep306_seed2331	FAM004742	FAM012377	FAM009572	FAM009522	FAM010418	FAM006592	FAM001563	FAM006441	FAM003957	FAM000584	FAM005887	FAM014254	FAM014459	FAM006781	FAM016611
rep307_seed2332	FAM002116	FAM007461	FAM001598	FAM005658	FAM004172	FAM005794	FAM004157	FAM000978	FAM010614	FAM000058	FAM004301	FAM009290	FAM003076	FAM008171	FAM014857
rep308_seed2333	FAM002832	FAM012627	FAM003761	FAM002654	FAM003724	FAM013251	FAM003796	FAM002580	FAM003387	FAM012173	FAM003068	FAM002649	FAM008473	FAM005502	FAM018259
rep309_seed2334	FAM006493	FAM006678	FAM006480	FAM001147	FAM003980	FAM003011	FAM005319	FAM005477	FAM007294	FAM008287	FAM006182	FAM010753	FAM006926	FAM003123	FAM015581
rep310_seed2335	FAM008445	FAM000817	FAM002686	FAM008857	FAM001794	FAM006821	FAM006898	FAM002751	FAM002164	FAM001754	FAM012925	FAM003651	FAM008676	FAM002940	FAM014857
rep311_seed2336	FAM000689	FAM004325	FAM006410	FAM009528	FAM003158	FAM003672	FAM001576	FAM000907	FAM006635	FAM006051	FAM000140	FAM011012	FAM001811	FAM001806	FAM027677
rep312_seed2337	FAM005856	FAM003296	FAM006315	FAM014682	FAM004703	FAM002999	FAM001692	FAM012358	FAM011377	FAM007273	FAM000890	FAM007277	FAM008191	FAM004959	FAM015720
rep313_seed2338	FAM002259	FAM006075	FAM009388	FAM005206	FAM001471	FAM007031	FAM006764	FAM004042	FAM002717	FAM002172	FAM008700	FAM007759	FAM002338	FAM003437	FAM015156
rep314_seed2339	FAM007259	FAM002272	FAM014123	FAM005966	FAM001989	FAM006519	FAM000411	FAM004787	FAM003157	FAM002628	FAM000056	FAM004784	FAM003298	FAM004786	FAM016611
rep315_seed2340	FAM000481	FAM002559	FAM010463	FAM006465	FAM003328	FAM006947	FAM011504	FAM004663	FAM000849	FAM004605	FAM001122	FAM001245	FAM002597	FAM006775	FAM023450
rep316_seed2341	FAM003602	FAM000687	FAM008558	FAM004561	FAM013420	FAM003128	FAM001039	FAM011105	FAM002929	FAM007226	FAM001543	FAM004264	FAM007512	FAM010728	FAM018243
rep317_seed2342	FAM003559	FAM002941	FAM005723	FAM001460	FAM013929	FAM006594	FAM007319	FAM003119	FAM008129	FAM000914	FAM004320	FAM008088	FAM009954	FAM005365	FAM019978
rep318_seed2343	FAM012742	FAM005229	FAM002822	FAM010712	FAM001712	FAM002434	FAM014436	FAM009686	FAM002426	FAM000640	FAM004017	FAM005220	FAM005374	FAM004337	FAM016676
rep319_seed2344	FAM007891	FAM003696	FAM005151	FAM007274	FAM012447	FAM000593	FAM011502	FAM012840	FAM007309	FAM006641	FAM003601	FAM012603	FAM000225	FAM009519	FAM021080
rep320_seed2345	FAM014097	FAM001049	FAM002355	FAM003628	FAM013948	FAM007963	FAM002397	FAM007767	FAM011738	FAM009323	FAM003057	FAM002045	FAM004882	FAM006331	FAM023246
rep321_seed2346	FAM009308	FAM014413	FAM006048	FAM001857	FAM003470	FAM002615	FAM005590	FAM000775	FAM004903	FAM005923	FAM012778	FAM011539	FAM002001	FAM006389	FAM017373
rep322_seed2347	FAM002793	FAM004649	FAM002705	FAM001700	FAM004564	FAM003812	FAM006285	FAM004221	FAM008826	FAM004267	FAM001689	FAM003696	FAM000823	FAM005922	FAM018555
rep323_seed2348	FAM008469	FAM002109	FAM000991	FAM005073	FAM004144	FAM008932	FAM008792	FAM004375	FAM002766	FAM004938	FAM003079	FAM000215	FAM004218	FAM003735	FAM022316
rep324_seed2349	FAM002618	FAM002373	FAM002238	FAM007162	FAM003611	FAM004026	FAM000984	FAM010696	FAM004334	FAM004266	FAM009723	FAM000242	FAM009042	FAM002494	FAM018418
rep325_seed2350	FAM005659	FAM006316	FAM002832	FAM008308	FAM006384	FAM009984	FAM004766	FAM001497	FAM005900	FAM002611	FAM000778	FAM003846	FAM007682	FAM007432	FAM020375
rep326_seed2351	FAM006563	FAM001363	FAM009511	FAM014342	FAM006321	FAM009101	FAM001061	FAM013953	FAM000579	FAM004352	FAM012624	FAM006159	FAM001271	FAM012533	FAM025472
rep327_seed2352	FAM013128	FAM004843	FAM001650	FAM001077	FAM003881	FAM002443	FAM005155	FAM006746	FAM005495	FAM004688	FAM001088	FAM002305	FAM006363	FAM002142	FAM019735
rep328_seed2353	FAM003280	FAM009228	FAM002595	FAM009615	FAM003723	FAM001168	FAM002615	FAM001216	FAM013935	FAM003736	FAM001304	FAM002986	FAM002229	FAM000540	FAM021869
rep329_seed2354	FAM005254	FAM009113	FAM014403	FAM001881	FAM000649	FAM007726	FAM007326	FAM010916	FAM003492	FAM008466	FAM009415	FAM004497	FAM000081	FAM006880	FAM019965
rep330_seed2355	FAM009542	FAM001350	FAM007507	FAM008080	FAM007135	FAM007419	FAM003972	FAM013448	FAM004476	FAM000594	FAM006893	FAM008347	FAM010676	FAM000047	FAM015536
rep331_seed2356	FAM000786	FAM001936	FAM003821	FAM010685	FAM007764	FAM008423	FAM006692	FAM006519	FAM001620	FAM014139	FAM002775	FAM005365	FAM005891	FAM007158	FAM015410
rep332_seed2357	FAM000892	FAM014236	FAM004914	FAM008290	FAM000655	FAM004258	FAM005087	FAM001818	FAM005101	FAM006041	FAM003873	FAM005491	FAM006405	FAM000297	FAM026540
rep333_seed2358	FAM000599	FAM003283	FAM000667	FAM006749	FAM000971	FAM002192	FAM009904	FAM009074	FAM010805	FAM001708	FAM001513	FAM010187	FAM004773	FAM002572	FAM022562
rep334_seed2359	FAM009406	FAM006089	FAM012270	FAM003350	FAM000133	FAM012326	FAM011524	FAM004779	FAM003161	FAM006455	FAM001809	FAM002808	FAM006691	FAM007397	FAM026995
rep335_seed2360	FAM012027	FAM004077	FAM001693	FAM006707	FAM004462	FAM009235	FAM001169	FAM004638	FAM006886	FAM002636	FAM002975	FAM010425	FAM005254	FAM000504	FAM022137
rep336_seed2361	FAM000226	FAM005158	FAM006243	FAM007073	FAM014213	FAM006476	FAM007016	FAM000563	FAM008364	FAM009929	FAM010646	FAM006847	FAM001907	FAM012794	FAM028865
rep337_seed2362	FAM011151	FAM005903	FAM011140	FAM002494	FAM010636	FAM009090	FAM001552	FAM007895	FAM001264	FAM008804	FAM012954	FAM009857	FAM000263	FAM005159	FAM021336
rep338_seed2363	FAM012237	FAM004436	FAM002551	FAM007811	FAM005621	FAM006808	FAM002727	FAM001694	FAM004897	FAM010408	FAM005153	FAM007388	FAM001056	FAM000715	FAM019735
rep339_seed2364	FAM009363	FAM006162	FAM003506	FAM006627	FAM004281	FAM005705	FAM001153	FAM001347	FAM003187	FAM004267	FAM008585	FAM005689	FAM004913	FAM010283	FAM018218
rep340_seed2365	FAM005133	FAM000782	FAM003862	FAM004257	FAM006513	FAM012567	FAM007186	FAM011575	FAM001757	FAM013073	FAM003515	FAM007326	FAM004422	FAM010467	FAM025199
rep341_seed2366	FAM004426	FAM006771	FAM006764	FAM005814	FAM005979	FAM001864	FAM008394	FAM002909	FAM004112	FAM006279	FAM006014	FAM005048	FAM001604	FAM000513	FAM016609
rep342_seed2367	FAM000365	FAM004338	FAM003987	FAM006423	FAM008184	FAM000471	FAM005859	FAM012477	FAM000385	FAM002093	FAM003203	FAM004665	FAM004224	FAM000480	FAM023974
rep343_seed2368	FAM000623	FAM010220	FAM001930	FAM001167	FAM000692	FAM001080	FAM006263	FAM007249	FAM003449	FAM014268	FAM002927	FAM003035	FAM009564	FAM001462	FAM022991
rep344_seed2369	FAM005408	FAM010663	FAM001376	FAM005481	FAM003339	FAM003628	FAM001193	FAM002193	FAM009336	FAM013368	FAM006272	FAM001443	FAM006133	FAM005471	FAM025143
rep345_seed2370	FAM001267	FAM006912	FAM007734	FAM005100	FAM000297	FAM005305	FAM001265	FAM009138	FAM005387	FAM002805	FAM007302	FAM008590	FAM008039	FAM002136	FAM023512
rep346_seed2371	FAM004104	FAM004030	FAM002160	FAM001256	FAM002961	FAM000148	FAM000281	FAM004264	FAM007239	FAM005340	FAM000789	FAM007865	FAM005363	FAM012201	FAM018729
rep347_seed2372	FAM004189	FAM000183	FAM012135	FAM000859	FAM007975	FAM000774	FAM003793	FAM003278	FAM005234	FAM010993	FAM005020	FAM002739	FAM012940	FAM001514	FAM021337
rep348_seed2373	FAM010978	FAM000324	FAM004897	FAM006734	FAM006731	FAM000765	FAM001127	FAM003470	FAM012110	FAM005361	FAM001371	FAM000289	FAM012507	FAM000347	FAM027293
rep349_seed2374	FAM003273	FAM001571	FAM007006	FAM011306	FAM005460	FAM002533	FAM004295	FAM010070	FAM002984	FAM001444	FAM008709	FAM002883	FAM010224	FAM004595	FAM024848
rep350_seed2375	FAM010709	FAM004298	FAM007002	FAM004361	FAM001145	FAM002711	FAM004414	FAM014674	FAM005785	FAM000294	FAM000947	FAM002960	FAM007900	FAM006109	FAM014887
rep351_seed2376	FAM001836	FAM004469	FAM001963	FAM001320	FAM006528	FAM007677	FAM000197	FAM000238	FAM010502	FAM002723	FAM011347	FAM001848	FAM007309	FAM010762	FAM021593
rep352_seed2377	FAM000891	FAM005538	FAM004186	FAM002132	FAM002042	FAM002423	FAM003793	FAM000404	FAM008767	FAM001009	FAM000565	FAM008794	FAM003935	FAM002201	FAM015336
rep353_seed2378	FAM007478	FAM002038	FAM009151	FAM002596	FAM005744	FAM000487	FAM004966	FAM003511	FAM000165	FAM007191	FAM001437	FAM007814	FAM003332	FAM013621	FAM014824
rep354_seed2379	FAM003757	FAM014016	FAM008115	FAM009638	FAM006973	FAM007857	FAM004363	FAM007475	FAM001933	FAM000874	FAM002426	FAM006027	FAM000205	FAM005475	FAM022872
rep355_seed2380	FAM000323	FAM001964	FAM005334	FAM001546	FAM002785	FAM000174	FAM006975	FAM010636	FAM012610	FAM010595	FAM012966	FAM009609	FAM003090	FAM001740	FAM021094
rep356_seed2381	FAM011454	FAM004132	FAM007068	FAM002012	FAM004964	FAM005636	FAM008349	FAM005026	FAM005153	FAM003934	FAM010520	FAM001950	FAM004051	FAM002345	FAM025628
rep357_seed2382	FAM000248	FAM005210	FAM008560	FAM000626	FAM005323	FAM000362	FAM011621	FAM009669	FAM001832	FAM004318	FAM013417	FAM004004	FAM000352	FAM013273	FAM027014
rep358_seed2383	FAM011031	FAM012800	FAM003487	FAM009945	FAM007851	FAM001422	FAM009333	FAM007405	FAM004433	FAM001086	FAM004131	FAM010793	FAM001321	FAM000666	FAM021208
rep359_seed2384	FAM003893	FAM007234	FAM001812	FAM001501	FAM009610	FAM002670	FAM003747	FAM007717	FAM002074	FAM004523	FAM001640	FAM007744	FAM007325	FAM002257	FAM026134
rep360_seed2385	FAM001220	FAM013529	FAM006382	FAM006798	FAM006843	FAM005602	FAM000537	FAM004479	FAM001782	FAM011102	FAM001225	FAM014329	FAM002439	FAM004252	FAM014979
rep361_seed2386	FAM001875	FAM007329	FAM008669	FAM003664	FAM004383	FAM010977	FAM002403	FAM001773	FAM001877	FAM001963	FAM004684	FAM005608	FAM005836	FAM013154	FAM023040
rep362_seed2387	FAM009654	FAM005108	FAM002651	FAM005803	FAM001692	FAM008581	FAM010061	FAM003677	FAM009102	FAM000796	FAM009959	FAM011797	FAM013464	FAM006525	FAM020988
rep363_seed2388	FAM003068	FAM005967	FAM002355	FAM002681	FAM006475	FAM010919	FAM011953	FAM010070	FAM009787	FAM005161	FAM001646	FAM003371	FAM007420	FAM000342	FAM015720
rep364_seed2389	FAM001967	FAM007064	FAM010897	FAM000954	FAM001483	FAM003673	FAM004493	FAM007013	FAM005937	FAM003505	FAM005042	FAM007804	FAM002441	FAM013754	FAM025796
rep365_seed2390	FAM000770	FAM003972	FAM002590	FAM004812	FAM001290	FAM008045	FAM009298	FAM003342	FAM002294	FAM001326	FAM005733	FAM004338	FAM004073	FAM006351	FAM024867
rep366_seed2391	FAM001670	FAM010157	FAM000588	FAM007329	FAM011246	FAM005130	FAM007446	FAM002819	FAM009428	FAM002306	FAM001460	FAM002644	FAM004093	FAM005424	FAM021579
rep367_seed2392	FAM005747	FAM001749	FAM000234	FAM005173	FAM008883	FAM004022	FAM008207	FAM000347	FAM000837	FAM000021	FAM002251	FAM009145	FAM004460	FAM009197	FAM018359
rep368_seed2393	FAM004723	FAM003864	FAM007623	FAM002728	FAM005415	FAM003988	FAM003341	FAM002393	FAM007680	FAM010712	FAM003334	FAM005298	FAM005154	FAM010840	FAM026149
rep369_seed2394	FAM006254	FAM010385	FAM001043	FAM003772	FAM000875	FAM011537	FAM010202	FAM005173	FAM002124	FAM001314	FAM010363	FAM003391	FAM012011	FAM000950	FAM016324
rep370_seed2395	FAM005151	FAM007670	FAM009831	FAM000612	FAM006306	FAM007422	FAM005156	FAM008966	FAM002293	FAM006026	FAM002968	FAM005930	FAM008859	FAM001547	FAM015410
rep371_seed2396	FAM000096	FAM001011	FAM001902	FAM008519	FAM001647	FAM005957	FAM009605	FAM003347	FAM008760	FAM000197	FAM003648	FAM005539	FAM005680	FAM003458	FAM023420
rep372_seed2397	FAM001987	FAM012874	FAM002237	FAM008477	FAM002380	FAM006039	FAM009644	FAM005501	FAM008552	FAM012290	FAM008347	FAM002476	FAM000323	FAM006673	FAM023643
rep373_seed2398	FAM010840	FAM000685	FAM009401	FAM007517	FAM002602	FAM005748	FAM012489	FAM001849	FAM013314	FAM006267	FAM006817	FAM003587	FAM005785	FAM006361	FAM025522
rep374_seed2399	FAM002069	FAM006040	FAM005900	FAM005937	FAM013245	FAM000904	FAM001565	FAM000726	FAM002894	FAM010460	FAM004457	FAM007982	FAM005252	FAM000658	FAM024935
rep375_seed2400	FAM008554	FAM011053	FAM004699	FAM005837	FAM005936	FAM005479	FAM001940	FAM003155	FAM000823	FAM005697	FAM010289	FAM006529	FAM006104	FAM008334	FAM027997
rep376_seed2401	FAM005592	FAM012898	FAM002571	FAM001996	FAM011089	FAM004710	FAM008188	FAM000599	FAM011292	FAM000962	FAM010731	FAM000949	FAM001673	FAM004543	FAM018682
rep377_seed2402	FAM001371	FAM004240	FAM004334	FAM003680	FAM013611	FAM002737	FAM012008	FAM003273	FAM003750	FAM008824	FAM003610	FAM007480	FAM014698	FAM006429	FAM018096
rep378_seed2403	FAM002656	FAM000429	FAM001489	FAM003858	FAM002356	FAM002174	FAM010471	FAM010493	FAM012284	FAM001392	FAM003269	FAM002843	FAM005755	FAM000444	FAM016676
rep379_seed2404	FAM014658	FAM004169	FAM003779	FAM003957	FAM001786	FAM010668	FAM007369	FAM004271	FAM003742	FAM008022	FAM005356	FAM001720	FAM008097	FAM008032	FAM017841
rep380_seed2405	FAM006622	FAM001708	FAM004065	FAM005505	FAM010061	FAM000854	FAM004797	FAM002200	FAM000822	FAM004635	FAM001341	FAM008124	FAM010919	FAM005910	FAM018844
rep381_seed2406	FAM009763	FAM003640	FAM008686	FAM001564	FAM005986	FAM001104	FAM001228	FAM008305	FAM006845	FAM003874	FAM000117	FAM003287	FAM005941	FAM006476	FAM019254
rep382_seed2407	FAM004458	FAM003918	FAM010919	FAM003222	FAM013312	FAM004968	FAM011423	FAM007774	FAM007874	FAM003164	FAM001481	FAM002922	FAM005244	FAM005496	FAM020826
rep383_seed2408	FAM004102	FAM003827	FAM002574	FAM000885	FAM004544	FAM000551	FAM000257	FAM005099	FAM008941	FAM009866	FAM008165	FAM013054	FAM008645	FAM007849	FAM016647
rep384_seed2409	FAM008251	FAM001265	FAM008804	FAM001091	FAM002072	FAM003127	FAM005119	FAM006702	FAM002839	FAM002675	FAM004864	FAM005423	FAM005918	FAM014412	FAM025498
rep385_seed2410	FAM000301	FAM003702	FAM013729	FAM001348	FAM008094	FAM004614	FAM006147	FAM008279	FAM008875	FAM001675	FAM012925	FAM004489	FAM001785	FAM002026	FAM025636
rep386_seed2411	FAM001348	FAM012939	FAM003287	FAM010521	FAM002464	FAM004101	FAM009918	FAM004120	FAM015015	FAM001751	FAM006401	FAM004727	FAM007895	FAM008032	FAM028377
rep387_seed2412	FAM003906	FAM011576	FAM011374	FAM000356	FAM009064	FAM003976	FAM001502	FAM003389	FAM005465	FAM011332	FAM012220	FAM006330	FAM003561	FAM014073	FAM021479
rep388_seed2413	FAM005581	FAM010809	FAM005298	FAM006732	FAM005231	FAM000383	FAM002401	FAM007053	FAM004744	FAM005270	FAM007811	FAM005645	FAM002243	FAM002096	FAM020826
rep389_seed2414	FAM000021	FAM007139	FAM006497	FAM003293	FAM007304	FAM009122	FAM001735	FAM007982	FAM005242	FAM007078	FAM000176	FAM005362	FAM001906	FAM005632	FAM015327
rep390_seed2415	FAM006514	FAM001516	FAM004206	FAM008191	FAM010510	FAM000475	FAM005979	FAM004620	FAM000830	FAM000115	FAM012472	FAM003961	FAM001567	FAM006687	FAM021836
rep391_seed2416	FAM002815	FAM013698	FAM003960	FAM012852	FAM008102	FAM005676	FAM003279	FAM012521	FAM003568	FAM011181	FAM010721	FAM004467	FAM002239	FAM000521	FAM027791
rep392_seed2417	FAM007465	FAM002757	FAM005991	FAM006651	FAM008903	FAM011149	FAM009091	FAM001317	FAM000271	FAM001654	FAM003578	FAM001105	FAM001008	FAM001704	FAM029003
rep393_seed2418	FAM009213	FAM004989	FAM003470	FAM010636	FAM002738	FAM004492	FAM009402	FAM007046	FAM000433	FAM002467	FAM001014	FAM013016	FAM008400	FAM004047	FAM023512
rep394_seed2419	FAM007552	FAM003347	FAM005971	FAM000277	FAM004820	FAM007563	FAM005219	FAM009591	FAM015186	FAM008204	FAM004939	FAM007993	FAM004576	FAM004523	FAM026995
rep395_seed2420	FAM000997	FAM006880	FAM006175	FAM003147	FAM000775	FAM003803	FAM004099	FAM014535	FAM001276	FAM006329	FAM004178	FAM003607	FAM001877	FAM006444	FAM016964
rep396_seed2421	FAM000278	FAM007134	FAM012863	FAM005810	FAM006658	FAM011885	FAM003044	FAM002789	FAM001555	FAM006645	FAM005195	FAM004550	FAM010578	FAM002609	FAM014824
rep397_seed2422	FAM009855	FAM000882	FAM008779	FAM010716	FAM002826	FAM006935	FAM007271	FAM003734	FAM008334	FAM007533	FAM000175	FAM003056	FAM002589	FAM000318	FAM015326
rep398_seed2423	FAM002851	FAM001303	FAM007140	FAM001856	FAM001154	FAM005963	FAM004746	FAM009546	FAM006857	FAM000581	FAM000483	FAM003220	FAM003771	FAM014064	FAM020783
rep399_seed2424	FAM004443	FAM000139	FAM007988	FAM003183	FAM013023	FAM006558	FAM012890	FAM011038	FAM003653	FAM013065	FAM005936	FAM007465	FAM012567	FAM000134	FAM021057
rep400_seed2425	FAM001719	FAM006335	FAM006745	FAM008510	FAM008528	FAM011217	FAM004691	FAM004009	FAM006006	FAM001072	FAM005061	FAM003255	FAM002417	FAM004912	FAM018168
rep401_seed2426	FAM002178	FAM009409	FAM007747	FAM013554	FAM010626	FAM006273	FAM005386	FAM007559	FAM000710	FAM013241	FAM009701	FAM003770	FAM014253	FAM014563	FAM028662
rep402_seed2427	FAM009647	FAM003295	FAM000747	FAM014666	FAM007553	FAM007368	FAM007788	FAM003497	FAM003130	FAM003057	FAM011412	FAM000879	FAM007994	FAM010866	FAM022438
rep403_seed2428	FAM004357	FAM003403	FAM005625	FAM000135	FAM004921	FAM000616	FAM005157	FAM008285	FAM003149	FAM002150	FAM009644	FAM013668	FAM007149	FAM004081	FAM018301
rep404_seed2429	FAM005870	FAM010905	FAM008070	FAM007810	FAM001342	FAM004909	FAM004175	FAM004866	FAM002908	FAM003999	FAM000291	FAM004163	FAM003681	FAM012963	FAM018695
rep405_seed2430	FAM000831	FAM005578	FAM010881	FAM002653	FAM003594	FAM011715	FAM001820	FAM005526	FAM006123	FAM013691	FAM005816	FAM003780	FAM007470	FAM003347	FAM016461
rep406_seed2431	FAM001550	FAM005904	FAM001759	FAM006520	FAM003133	FAM009534	FAM009670	FAM004208	FAM011725	FAM000421	FAM002075	FAM005708	FAM005272	FAM007072	FAM025371
rep407_seed2432	FAM004309	FAM004253	FAM012158	FAM007570	FAM000542	FAM000317	FAM010448	FAM001959	FAM003607	FAM001933	FAM001886	FAM001587	FAM005658	FAM001385	FAM028720
rep408_seed2433	FAM006558	FAM001123	FAM001594	FAM004409	FAM005263	FAM000027	FAM002881	FAM012261	FAM004868	FAM011963	FAM006587	FAM001259	FAM005201	FAM003212	FAM022496
rep409_seed2434	FAM007551	FAM005703	FAM003721	FAM000634	FAM000572	FAM006967	FAM010425	FAM004653	FAM007590	FAM008718	FAM005033	FAM011786	FAM008071	FAM007173	FAM025592
rep410_seed2435	FAM003486	FAM007651	FAM001073	FAM000571	FAM003416	FAM002413	FAM003613	FAM001690	FAM003260	FAM000869	FAM000382	FAM003985	FAM007511	FAM000914	FAM017316
rep411_seed2436	FAM002047	FAM009192	FAM001379	FAM005026	FAM007190	FAM011486	FAM005199	FAM012108	FAM001367	FAM009250	FAM001678	FAM007705	FAM002724	FAM006094	FAM025046
rep412_seed2437	FAM010922	FAM000720	FAM004799	FAM007710	FAM005221	FAM001704	FAM010668	FAM001523	FAM000561	FAM005812	FAM000481	FAM003242	FAM008585	FAM009814	FAM028491
rep413_seed2438	FAM000075	FAM008465	FAM001419	FAM005571	FAM006824	FAM006075	FAM008150	FAM003088	FAM003117	FAM000267	FAM000904	FAM002232	FAM001281	FAM007466	FAM018055
rep414_seed2439	FAM008493	FAM009112	FAM003489	FAM003371	FAM004618	FAM000476	FAM009864	FAM003199	FAM002322	FAM001552	FAM007076	FAM012963	FAM003587	FAM014350	FAM022012
rep415_seed2440	FAM000924	FAM003147	FAM001762	FAM002399	FAM008610	FAM012586	FAM001895	FAM006145	FAM003229	FAM006860	FAM002602	FAM010220	FAM001160	FAM000970	FAM021497
rep416_seed2441	FAM003016	FAM007436	FAM012575	FAM008969	FAM005245	FAM001208	FAM003753	FAM004191	FAM007217	FAM000288	FAM003160	FAM001935	FAM011822	FAM002458	FAM015410
rep417_seed2442	FAM002513	FAM011179	FAM008610	FAM003768	FAM009311	FAM014253	FAM003677	FAM001761	FAM002088	FAM000731	FAM006638	FAM003716	FAM006217	FAM003592	FAM020968
rep418_seed2443	FAM002374	FAM008706	FAM004722	FAM006993	FAM001821	FAM006003	FAM002298	FAM001720	FAM000210	FAM009666	FAM007591	FAM004754	FAM005375	FAM012259	FAM021132
rep419_seed2444	FAM012453	FAM000661	FAM006675	FAM000018	FAM001535	FAM000967	FAM007638	FAM005688	FAM012622	FAM010812	FAM007089	FAM011635	FAM010714	FAM002815	FAM020957
