rep000_seed0000	CFF000437	CFF000610	CFF000428	CFF001141	CFF003956	CFF001018	CFF000322	CFF000659	CFF000319	CFF000379	CFF001257	CFF002337	CFF000637	CFF006553	CFF000083	CFF000451	CFF000899	CFF001189	CFF001406	CFF000575	CFF000670	CFF002295	CFF000044	CFF000452	CFF000672	CFF001027	CFF000274	CFF001499	CFF000209	CFF001554	CFF000256	CFF000558	CFF009478	CFF002891	CFF000237	CFF000474	CFF000079	CFF000737	CFF000022	CFF000013	CFF001975	CFF000810	CFF000622	CFF000424	CFF000605	CFF057668	CFF006988	CFF000752	CFF001201	CFF003996	CFF000523	CFF000503	CFF000621	CFF001323	CFF000427	CFF000062	CFF029952	CFF001929	CFF010002	CFF000500	CFF000063	CFF000072	CFF001243	CFF016868	CFF000228	CFF005943	CFF000624	CFF000330	CFF001254	CFF000178	CFF000331	CFF035066	CFF115363
rep429_seed2454	FAM004022	FAM008006	FAM000266	FAM002987	FAM002166	FAM008990	FAM009707	FAM000394	FAM003830	FAM006144	FAM011376	FAM006318	FAM004131	FAM001642	FAM003899	FAM001319	FAM005710	FAM008080	FAM006724	FAM004408	FAM008129	FAM005677	FAM002111	FAM007321	FAM008326	FAM011447	FAM005060	FAM009271	FAM009964	FAM007793	FAM009916	FAM009654	FAM001060	FAM010302	FAM013023	FAM003779	FAM005352	FAM005711	FAM004370	FAM003121	FAM000176	FAM000218	FAM011348	FAM000694	FAM005509	FAM008548	FAM004826	FAM001113	FAM006889	FAM004299	FAM009363	FAM004949	FAM008629	FAM006267	FAM001390	FAM000687	FAM005238	FAM004144	FAM008405	FAM010750	FAM001093	FAM005587	FAM001780	FAM006405	FAM001751	FAM013299	FAM011613	FAM012043	FAM114633	FAM058390	FAM041779	FAM035924	FAM024541
rep430_seed2455	FAM008898	FAM002561	FAM005535	FAM007399	FAM008025	FAM000180	FAM007789	FAM014527	FAM002610	FAM000915	FAM010122	FAM007367	FAM002590	FAM001819	FAM003575	FAM006653	FAM002980	FAM004480	FAM006406	FAM002839	FAM002204	FAM002621	FAM003598	FAM004026	FAM005234	FAM006389	FAM007474	FAM013448	FAM002236	FAM005635	FAM008956	FAM006696	FAM009027	FAM003961	FAM000284	FAM001029	FAM001535	FAM002171	FAM004314	FAM002676	FAM003548	FAM000102	FAM012425	FAM001057	FAM005222	FAM012721	FAM005149	FAM012215	FAM002808	FAM000406	FAM007604	FAM009946	FAM005456	FAM007965	FAM008760	FAM004261	FAM005192	FAM001222	FAM003704	FAM006592	FAM006900	FAM000989	FAM003225	FAM004899	FAM006820	FAM008316	FAM012766	FAM014542	FAM112093	FAM065644	FAM038809	FAM033582	FAM017598
rep431_seed2456	FAM012486	FAM006868	FAM001309	FAM009405	FAM006826	FAM005902	FAM003045	FAM009616	FAM000655	FAM010124	FAM001694	FAM011317	FAM001407	FAM000239	FAM004976	FAM005738	FAM001220	FAM012723	FAM000007	FAM000959	FAM000306	FAM007396	FAM006268	FAM005362	FAM010474	FAM002312	FAM006200	FAM007325	FAM003388	FAM000714	FAM006958	FAM002039	FAM001106	FAM003216	FAM005257	FAM004561	FAM002366	FAM001359	FAM002528	FAM008449	FAM009290	FAM006915	FAM011165	FAM003752	FAM003342	FAM001779	FAM007453	FAM008388	FAM010364	FAM007071	FAM009056	FAM004276	FAM003932	FAM000222	FAM003094	FAM010945	FAM005364	FAM001761	FAM006478	FAM008812	FAM008207	FAM009435	FAM002289	FAM014104	FAM001719	FAM010794	FAM009222	FAM008223	FAM119189	FAM061132	FAM030486	FAM031069	FAM015209
rep432_seed2457	FAM007638	FAM006961	FAM003613	FAM006021	FAM012157	FAM006014	FAM005298	FAM012488	FAM000698	FAM002638	FAM002016	FAM003431	FAM002600	FAM000092	FAM004134	FAM011212	FAM014675	FAM008283	FAM008164	FAM007640	FAM006116	FAM005276	FAM004479	FAM007268	FAM000660	FAM001734	FAM001125	FAM008356	FAM008261	FAM000968	FAM011473	FAM000118	FAM002639	FAM002058	FAM004537	FAM002610	FAM002150	FAM002511	FAM004878	FAM002179	FAM006147	FAM011963	FAM011486	FAM002772	FAM001890	FAM009817	FAM005423	FAM007426	FAM005693	FAM000857	FAM009765	FAM005721	FAM001009	FAM011661	FAM013752	FAM000725	FAM009746	FAM008335	FAM003511	FAM006688	FAM002862	FAM004239	FAM009640	FAM001408	FAM008969	FAM013452	FAM013666	FAM011006	FAM111201	FAM061332	FAM037106	FAM035846	FAM020311
rep433_seed2458	FAM000861	FAM003282	FAM003526	FAM006957	FAM005484	FAM007993	FAM002457	FAM008250	FAM002117	FAM004053	FAM004062	FAM006729	FAM009887	FAM005450	FAM000509	FAM014429	FAM003097	FAM010317	FAM003211	FAM002235	FAM001023	FAM001285	FAM001646	FAM008444	FAM002164	FAM002393	FAM003823	FAM009196	FAM004118	FAM001011	FAM010720	FAM002399	FAM011963	FAM002870	FAM002512	FAM007994	FAM000339	FAM004265	FAM000919	FAM007259	FAM001711	FAM005839	FAM001293	FAM005686	FAM007308	FAM007922	FAM001978	FAM007740	FAM000945	FAM007580	FAM002911	FAM001308	FAM001178	FAM006847	FAM004845	FAM004543	FAM006900	FAM004619	FAM002260	FAM007492	FAM003892	FAM005972	FAM003272	FAM005014	FAM005516	FAM013135	FAM006582	FAM013233	FAM122661	FAM063206	FAM041775	FAM040300	FAM026635
rep434_seed2459	FAM000809	FAM002188	FAM013052	FAM012992	FAM009913	FAM002148	FAM006375	FAM004860	FAM000609	FAM002117	FAM007206	FAM005773	FAM002508	FAM004485	FAM003668	FAM006185	FAM003998	FAM005003	FAM000861	FAM006147	FAM005986	FAM014656	FAM006023	FAM005366	FAM005032	FAM006613	FAM003082	FAM001224	FAM004791	FAM011711	FAM007921	FAM003593	FAM009758	FAM008912	FAM006122	FAM000416	FAM006767	FAM003557	FAM002144	FAM000100	FAM000893	FAM010477	FAM006798	FAM005323	FAM000559	FAM004104	FAM004439	FAM002074	FAM000863	FAM005729	FAM000966	FAM009666	FAM002162	FAM011575	FAM006869	FAM005346	FAM004001	FAM007699	FAM009393	FAM007923	FAM003847	FAM004867	FAM002287	FAM011092	FAM012377	FAM008959	FAM011733	FAM008239	FAM144749	FAM060102	FAM043173	FAM029623	FAM021836
rep435_seed2460	FAM006459	FAM004693	FAM007611	FAM013324	FAM002380	FAM004273	FAM005841	FAM000125	FAM006338	FAM008881	FAM001380	FAM009071	FAM001363	FAM008070	FAM012929	FAM007548	FAM006046	FAM002535	FAM005264	FAM002369	FAM003749	FAM000502	FAM007875	FAM003051	FAM000851	FAM011906	FAM009765	FAM001924	FAM005483	FAM007618	FAM005858	FAM006389	FAM000977	FAM008133	FAM000872	FAM003581	FAM002468	FAM003895	FAM006858	FAM001420	FAM004211	FAM008722	FAM001982	FAM002104	FAM005967	FAM009936	FAM002906	FAM004896	FAM003960	FAM011236	FAM006636	FAM006661	FAM011666	FAM005043	FAM014307	FAM010299	FAM012151	FAM006537	FAM001692	FAM011279	FAM000890	FAM000754	FAM007941	FAM005175	FAM002121	FAM011289	FAM011556	FAM011929	FAM116297	FAM061329	FAM034300	FAM031929	FAM016799
rep436_seed2461	FAM000813	FAM006772	FAM006706	FAM006966	FAM009971	FAM001367	FAM005944	FAM010366	FAM001760	FAM008108	FAM008830	FAM006580	FAM003249	FAM004257	FAM014060	FAM008841	FAM003271	FAM003760	FAM003840	FAM006060	FAM002129	FAM006987	FAM003919	FAM013300	FAM005567	FAM000794	FAM008082	FAM002278	FAM002270	FAM006681	FAM004045	FAM006825	FAM004080	FAM001237	FAM002378	FAM003046	FAM007516	FAM008772	FAM014173	FAM004310	FAM002630	FAM000891	FAM001338	FAM005544	FAM001453	FAM003710	FAM008261	FAM008641	FAM008474	FAM001188	FAM001588	FAM005660	FAM009702	FAM013991	FAM007064	FAM010188	FAM004752	FAM004854	FAM000502	FAM002007	FAM008778	FAM010712	FAM013229	FAM000373	FAM004121	FAM009348	FAM012709	FAM011631	FAM137703	FAM083936	FAM038252	FAM039605	FAM018429
rep437_seed2462	FAM008401	FAM000834	FAM001418	FAM002372	FAM004811	FAM001064	FAM001596	FAM008891	FAM003717	FAM006339	FAM009522	FAM006960	FAM003758	FAM011518	FAM006502	FAM003895	FAM008096	FAM013996	FAM012637	FAM002229	FAM004057	FAM012083	FAM003715	FAM003940	FAM001387	FAM001415	FAM012937	FAM001745	FAM002569	FAM001044	FAM013529	FAM000867	FAM000843	FAM006617	FAM007473	FAM002169	FAM004614	FAM004490	FAM005622	FAM003297	FAM007988	FAM009729	FAM008527	FAM000241	FAM000345	FAM010789	FAM005010	FAM004953	FAM001248	FAM000479	FAM001393	FAM004766	FAM006746	FAM002366	FAM000010	FAM004489	FAM002462	FAM004522	FAM004186	FAM002335	FAM010028	FAM005311	FAM002139	FAM004727	FAM010231	FAM007433	FAM010855	FAM009242	FAM132680	FAM067224	FAM039351	FAM039960	FAM026235
rep438_seed2463	FAM003940	FAM005973	FAM003624	FAM004295	FAM000968	FAM002861	FAM003266	FAM006011	FAM006434	FAM003892	FAM002874	FAM007457	FAM010477	FAM001933	FAM008709	FAM006742	FAM006641	FAM003967	FAM012375	FAM005678	FAM004404	FAM008727	FAM001565	FAM002654	FAM008617	FAM008073	FAM009435	FAM002962	FAM006311	FAM001197	FAM013464	FAM013866	FAM014225	FAM004567	FAM001654	FAM006635	FAM013584	FAM000682	FAM009149	FAM011825	FAM003663	FAM012367	FAM002693	FAM001452	FAM009491	FAM007883	FAM012954	FAM012425	FAM003118	FAM000056	FAM000855	FAM002780	FAM007545	FAM009998	FAM003907	FAM007960	FAM004217	FAM003269	FAM006930	FAM000537	FAM000156	FAM010185	FAM012282	FAM013154	FAM004552	FAM010275	FAM007486	FAM010294	FAM114333	FAM063582	FAM033555	FAM037450	FAM023255
rep439_seed2464	FAM000850	FAM003439	FAM000316	FAM007256	FAM007520	FAM006795	FAM001310	FAM000581	FAM000784	FAM002992	FAM008383	FAM005544	FAM013484	FAM002343	FAM002826	FAM001263	FAM000944	FAM000679	FAM003591	FAM002381	FAM008928	FAM006245	FAM001517	FAM001180	FAM012493	FAM004661	FAM004986	FAM000302	FAM000982	FAM004993	FAM005576	FAM008115	FAM001970	FAM000557	FAM004017	FAM005192	FAM012000	FAM000306	FAM014646	FAM013838	FAM001722	FAM004834	FAM003452	FAM002621	FAM010484	FAM007319	FAM006332	FAM006147	FAM006195	FAM002440	FAM005628	FAM002748	FAM001736	FAM003896	FAM006725	FAM001145	FAM002806	FAM001057	FAM005944	FAM000016	FAM001978	FAM012787	FAM003090	FAM001279	FAM011895	FAM009536	FAM007751	FAM011865	FAM114946	FAM059653	FAM039582	FAM040492	FAM020921
rep440_seed2465	FAM000220	FAM012867	FAM000687	FAM004490	FAM003350	FAM007046	FAM001324	FAM001518	FAM005144	FAM012588	FAM001958	FAM004927	FAM006353	FAM006916	FAM001120	FAM005803	FAM000512	FAM003064	FAM000266	FAM006404	FAM007516	FAM007162	FAM007819	FAM004952	FAM008722	FAM003950	FAM009053	FAM006196	FAM001374	FAM002654	FAM001343	FAM004479	FAM001348	FAM014342	FAM005864	FAM012848	FAM013648	FAM000559	FAM002480	FAM002168	FAM009298	FAM005371	FAM007373	FAM005826	FAM000928	FAM004596	FAM000283	FAM012106	FAM013847	FAM002417	FAM004298	FAM006686	FAM012110	FAM009196	FAM004742	FAM012222	FAM003206	FAM002095	FAM006994	FAM008575	FAM005019	FAM001065	FAM006889	FAM000768	FAM003454	FAM010539	FAM012217	FAM012231	FAM141219	FAM063189	FAM036388	FAM029173	FAM027429
rep441_seed2466	FAM012336	FAM000261	FAM010978	FAM000818	FAM009357	FAM004843	FAM014643	FAM004131	FAM001820	FAM003587	FAM006707	FAM005424	FAM002751	FAM003689	FAM012479	FAM011589	FAM000042	FAM004975	FAM005222	FAM005602	FAM009825	FAM008535	FAM006358	FAM006457	FAM005127	FAM005301	FAM000346	FAM003887	FAM002321	FAM006409	FAM005570	FAM002311	FAM007684	FAM010469	FAM004229	FAM012453	FAM007303	FAM000594	FAM007000	FAM003029	FAM008141	FAM013694	FAM001891	FAM004820	FAM001361	FAM005060	FAM003075	FAM005862	FAM007050	FAM001504	FAM001921	FAM011665	FAM002307	FAM005288	FAM005534	FAM001187	FAM004261	FAM005342	FAM001603	FAM000815	FAM005437	FAM000104	FAM011293	FAM011396	FAM013996	FAM012676	FAM008066	FAM005639	FAM146626	FAM063750	FAM035213	FAM029173	FAM020103
rep442_seed2467	FAM006200	FAM005406	FAM007175	FAM009746	FAM011538	FAM001065	FAM008399	FAM005225	FAM013234	FAM001275	FAM002397	FAM005375	FAM008303	FAM002210	FAM000370	FAM007857	FAM004404	FAM001160	FAM002478	FAM008347	FAM005195	FAM002039	FAM004968	FAM000393	FAM011157	FAM014196	FAM005343	FAM000039	FAM005918	FAM000372	FAM003812	FAM001357	FAM013551	FAM007074	FAM002431	FAM007727	FAM001614	FAM007668	FAM001901	FAM006095	FAM004027	FAM011181	FAM004399	FAM000184	FAM003156	FAM005412	FAM001233	FAM010637	FAM001371	FAM006104	FAM000821	FAM009615	FAM004852	FAM004030	FAM013013	FAM002999	FAM014353	FAM001812	FAM004992	FAM010685	FAM010635	FAM008810	FAM005163	FAM003317	FAM011128	FAM009469	FAM008565	FAM003494	FAM121946	FAM062665	FAM037600	FAM033647	FAM019437
rep443_seed2468	FAM008274	FAM013716	FAM008318	FAM010475	FAM003643	FAM002203	FAM003355	FAM001852	FAM005572	FAM001414	FAM006160	FAM009001	FAM011374	FAM001949	FAM005781	FAM008075	FAM000867	FAM003340	FAM006528	FAM001908	FAM002622	FAM007374	FAM013550	FAM011214	FAM007923	FAM005534	FAM005903	FAM005841	FAM006250	FAM003458	FAM001798	FAM004443	FAM009795	FAM003191	FAM005088	FAM008974	FAM004895	FAM005319	FAM010525	FAM009846	FAM001002	FAM001770	FAM000816	FAM004788	FAM001143	FAM007393	FAM007512	FAM001370	FAM012008	FAM001450	FAM004499	FAM005816	FAM001851	FAM001806	FAM007829	FAM003778	FAM002413	FAM004105	FAM003886	FAM002575	FAM011867	FAM006493	FAM008910	FAM006534	FAM003451	FAM009503	FAM012701	FAM009851	FAM126296	FAM067986	FAM048391	FAM035421	FAM026432
rep444_seed2469	FAM002105	FAM005509	FAM001493	FAM000707	FAM001786	FAM003475	FAM007966	FAM001410	FAM001218	FAM013457	FAM001175	FAM005371	FAM001950	FAM007283	FAM000416	FAM008691	FAM000479	FAM000033	FAM009113	FAM011661	FAM002446	FAM003155	FAM003023	FAM004886	FAM005815	FAM000869	FAM010585	FAM000764	FAM009908	FAM010716	FAM009081	FAM010793	FAM000996	FAM002690	FAM004748	FAM003009	FAM001380	FAM005552	FAM012540	FAM007975	FAM010255	FAM014656	FAM012215	FAM004148	FAM004836	FAM013888	FAM000825	FAM010238	FAM005224	FAM000075	FAM004640	FAM006314	FAM011655	FAM003823	FAM007049	FAM003246	FAM005525	FAM006015	FAM003223	FAM001035	FAM002247	FAM003427	FAM006662	FAM006413	FAM003978	FAM004002	FAM012907	FAM011079	FAM139870	FAM059909	FAM038736	FAM041543	FAM019051
rep445_seed2470	FAM006340	FAM004324	FAM008674	FAM009074	FAM001049	FAM005283	FAM001231	FAM006370	FAM009663	FAM005915	FAM005928	FAM009032	FAM011866	FAM002786	FAM007162	FAM010834	FAM006765	FAM003078	FAM007142	FAM010394	FAM007539	FAM001403	FAM003333	FAM002953	FAM004520	FAM000684	FAM003340	FAM006443	FAM003091	FAM005564	FAM010467	FAM010762	FAM001565	FAM008450	FAM009942	FAM001034	FAM010334	FAM003693	FAM011143	FAM003834	FAM001120	FAM000921	FAM009073	FAM006012	FAM001676	FAM008539	FAM002289	FAM003328	FAM002665	FAM002157	FAM005036	FAM002678	FAM008184	FAM004053	FAM005234	FAM005042	FAM004297	FAM003229	FAM011961	FAM002328	FAM002283	FAM009374	FAM000820	FAM008421	FAM001190	FAM005462	FAM007791	FAM013541	FAM114321	FAM063403	FAM032587	FAM029134	FAM023119
rep446_seed2471	FAM005659	FAM001807	FAM006998	FAM009428	FAM007098	FAM004933	FAM003355	FAM000194	FAM004765	FAM004660	FAM009713	FAM010070	FAM001962	FAM009684	FAM007423	FAM006737	FAM005999	FAM000112	FAM010324	FAM014230	FAM002741	FAM005118	FAM002969	FAM014575	FAM000541	FAM005774	FAM006419	FAM001467	FAM006083	FAM006722	FAM008235	FAM000855	FAM001635	FAM004870	FAM012343	FAM006888	FAM009533	FAM004932	FAM000471	FAM013296	FAM002385	FAM014059	FAM002182	FAM004520	FAM004417	FAM004348	FAM002294	FAM000403	FAM007265	FAM004169	FAM003626	FAM007400	FAM012800	FAM002067	FAM005828	FAM004943	FAM003071	FAM002074	FAM002346	FAM003006	FAM002336	FAM008549	FAM008814	FAM000646	FAM005006	FAM010038	FAM011305	FAM010765	FAM126386	FAM064096	FAM040856	FAM042023	FAM018096
rep447_seed2472	FAM006426	FAM007060	FAM000046	FAM004301	FAM013149	FAM007988	FAM005102	FAM010611	FAM014611	FAM003128	FAM003893	FAM013044	FAM001193	FAM007811	FAM014264	FAM011146	FAM003854	FAM010297	FAM003240	FAM001889	FAM005005	FAM005627	FAM007522	FAM002927	FAM013741	FAM007405	FAM007246	FAM001751	FAM003242	FAM002352	FAM001983	FAM004595	FAM006888	FAM002838	FAM003969	FAM002544	FAM008934	FAM000436	FAM000279	FAM002014	FAM003818	FAM005520	FAM006762	FAM007659	FAM004210	FAM004221	FAM004430	FAM003853	FAM005735	FAM003496	FAM002198	FAM010494	FAM005031	FAM000165	FAM005379	FAM013253	FAM007057	FAM001165	FAM010788	FAM004236	FAM008767	FAM000491	FAM006661	FAM007531	FAM013398	FAM013205	FAM009220	FAM011098	FAM146665	FAM059523	FAM041171	FAM029990	FAM027953
rep448_seed2473	FAM000718	FAM006480	FAM002667	FAM004616	FAM006661	FAM004278	FAM007867	FAM003331	FAM006041	FAM002325	FAM006084	FAM007988	FAM009669	FAM004381	FAM005478	FAM003636	FAM001449	FAM001941	FAM011881	FAM001228	FAM001520	FAM000724	FAM010543	FAM005189	FAM006362	FAM004954	FAM009864	FAM010413	FAM005451	FAM003186	FAM003060	FAM005907	FAM006888	FAM011200	FAM007264	FAM000432	FAM006543	FAM003554	FAM006978	FAM008132	FAM007543	FAM006892	FAM006912	FAM007794	FAM003972	FAM003323	FAM000561	FAM000586	FAM001026	FAM003089	FAM006956	FAM006201	FAM003491	FAM002289	FAM011217	FAM003943	FAM013123	FAM007679	FAM014504	FAM011443	FAM003870	FAM004902	FAM000919	FAM002374	FAM009150	FAM009834	FAM010681	FAM013786	FAM122801	FAM059227	FAM037478	FAM039946	FAM024980
rep449_seed2474	FAM001444	FAM013011	FAM012852	FAM005193	FAM011454	FAM006221	FAM008974	FAM008998	FAM013984	FAM003098	FAM001858	FAM005068	FAM004502	FAM007330	FAM004526	FAM003022	FAM013294	FAM011207	FAM010022	FAM002092	FAM012975	FAM004167	FAM001665	FAM005060	FAM012782	FAM009195	FAM002286	FAM003120	FAM001383	FAM013839	FAM004176	FAM003368	FAM002531	FAM011355	FAM000180	FAM003968	FAM013976	FAM001299	FAM001700	FAM000565	FAM005066	FAM010428	FAM000583	FAM004241	FAM000667	FAM000958	FAM001264	FAM001262	FAM010693	FAM004107	FAM005372	FAM005767	FAM009332	FAM000161	FAM003109	FAM009333	FAM002688	FAM001251	FAM011906	FAM006760	FAM001070	FAM008094	FAM002459	FAM007967	FAM004065	FAM007491	FAM013255	FAM007390	FAM108572	FAM060549	FAM042796	FAM035280	FAM027997
rep450_seed2475	FAM001064	FAM001235	FAM000332	FAM000629	FAM008915	FAM001859	FAM004254	FAM013554	FAM002876	FAM004587	FAM000311	FAM001373	FAM007533	FAM004697	FAM014611	FAM002904	FAM011071	FAM003413	FAM009145	FAM005299	FAM011043	FAM002166	FAM003447	FAM002301	FAM012721	FAM000353	FAM005244	FAM004474	FAM008309	FAM008437	FAM004827	FAM000213	FAM002677	FAM001011	FAM000409	FAM006637	FAM002260	FAM004212	FAM002073	FAM004732	FAM001259	FAM000901	FAM010927	FAM013023	FAM007781	FAM003375	FAM000894	FAM003291	FAM011437	FAM005468	FAM004613	FAM003400	FAM000912	FAM002638	FAM003809	FAM001906	FAM003636	FAM003947	FAM001805	FAM009518	FAM001178	FAM000557	FAM012331	FAM011439	FAM005503	FAM008018	FAM013610	FAM013095	FAM110896	FAM065702	FAM041992	FAM035869	FAM025162
rep451_seed2476	FAM005957	FAM004015	FAM004110	FAM003470	FAM000591	FAM000774	FAM001061	FAM005610	FAM003367	FAM006071	FAM006731	FAM008056	FAM014479	FAM002272	FAM009876	FAM006031	FAM004075	FAM002383	FAM012935	FAM008858	FAM004861	FAM006421	FAM006320	FAM001081	FAM004957	FAM000380	FAM006802	FAM005917	FAM001076	FAM008548	FAM002799	FAM000685	FAM003117	FAM008464	FAM006348	FAM013948	FAM010140	FAM001800	FAM001613	FAM006875	FAM000963	FAM001110	FAM009043	FAM006813	FAM009102	FAM007859	FAM002543	FAM008355	FAM004651	FAM004122	FAM009816	FAM012220	FAM005708	FAM001273	FAM007364	FAM003927	FAM001049	FAM006807	FAM005321	FAM003747	FAM005208	FAM001266	FAM003003	FAM004548	FAM004027	FAM011167	FAM013222	FAM009728	FAM139358	FAM061563	FAM042921	FAM037952	FAM025439
rep452_seed2477	FAM008553	FAM011155	FAM003004	FAM003044	FAM002087	FAM005964	FAM001119	FAM005195	FAM006615	FAM006919	FAM011529	FAM007528	FAM012425	FAM008474	FAM007610	FAM000440	FAM000214	FAM007681	FAM011000	FAM003625	FAM010614	FAM002729	FAM008559	FAM004832	FAM002868	FAM002615	FAM014328	FAM002435	FAM000615	FAM000361	FAM009163	FAM004281	FAM000460	FAM004591	FAM002968	FAM003769	FAM009703	FAM005278	FAM001853	FAM001048	FAM013113	FAM008142	FAM006707	FAM007036	FAM006383	FAM004585	FAM007653	FAM002805	FAM008286	FAM002910	FAM002034	FAM004325	FAM001024	FAM000699	FAM012329	FAM003435	FAM001051	FAM000430	FAM011754	FAM003566	FAM001280	FAM001828	FAM006612	FAM000433	FAM006457	FAM011283	FAM011850	FAM011605	FAM111201	FAM058956	FAM033720	FAM029605	FAM017657
rep453_seed2478	FAM006577	FAM004395	FAM005313	FAM009561	FAM009312	FAM003060	FAM000827	FAM006268	FAM001895	FAM002660	FAM009859	FAM010693	FAM003271	FAM002968	FAM010543	FAM005057	FAM007439	FAM000625	FAM002570	FAM004076	FAM000163	FAM001983	FAM000363	FAM004016	FAM009035	FAM007106	FAM002673	FAM004133	FAM003653	FAM001733	FAM007488	FAM001791	FAM003080	FAM004551	FAM012255	FAM003645	FAM003456	FAM007215	FAM000832	FAM000336	FAM008765	FAM002863	FAM003831	FAM002643	FAM013729	FAM008324	FAM007653	FAM005090	FAM003505	FAM002604	FAM006763	FAM004756	FAM013584	FAM006282	FAM000488	FAM004031	FAM008712	FAM006742	FAM000840	FAM005383	FAM003794	FAM005076	FAM002993	FAM000656	FAM005830	FAM009182	FAM005593	FAM012683	FAM124588	FAM070210	FAM037290	FAM033778	FAM015200
rep454_seed2479	FAM005336	FAM014658	FAM009446	FAM003224	FAM005328	FAM014636	FAM007464	FAM003742	FAM012343	FAM009866	FAM004611	FAM003668	FAM004845	FAM000544	FAM000875	FAM003013	FAM002302	FAM009442	FAM007445	FAM002193	FAM006691	FAM003897	FAM011748	FAM014471	FAM001632	FAM004690	FAM004221	FAM003951	FAM003186	FAM000150	FAM004484	FAM005306	FAM000780	FAM000826	FAM000856	FAM006761	FAM007611	FAM005854	FAM002847	FAM000788	FAM010300	FAM012125	FAM008251	FAM012575	FAM003664	FAM003568	FAM000569	FAM006058	FAM000978	FAM009339	FAM002048	FAM000465	FAM011372	FAM003726	FAM005033	FAM004156	FAM012540	FAM000430	FAM006483	FAM003491	FAM000746	FAM003152	FAM012052	FAM011590	FAM002938	FAM009438	FAM013653	FAM013503	FAM110332	FAM058708	FAM033649	FAM035210	FAM026636
rep455_seed2480	FAM000402	FAM006479	FAM010375	FAM012198	FAM004463	FAM006051	FAM010864	FAM004074	FAM010585	FAM002442	FAM011085	FAM012092	FAM005964	FAM005775	FAM010883	FAM004690	FAM005667	FAM000459	FAM004451	FAM005201	FAM002774	FAM014066	FAM004853	FAM013469	FAM001103	FAM006656	FAM006060	FAM005196	FAM003544	FAM003281	FAM004130	FAM005366	FAM004469	FAM012865	FAM009272	FAM009789	FAM000163	FAM012010	FAM007632	FAM001203	FAM005372	FAM000888	FAM006894	FAM002352	FAM002470	FAM010574	FAM000432	FAM002465	FAM004231	FAM005190	FAM007960	FAM003481	FAM007321	FAM008619	FAM000327	FAM007053	FAM001704	FAM000565	FAM011506	FAM002730	FAM002944	FAM005903	FAM014459	FAM001845	FAM009946	FAM009012	FAM006061	FAM010107	FAM138206	FAM067633	FAM039714	FAM041857	FAM026868
rep456_seed2481	FAM004483	FAM009017	FAM002524	FAM008412	FAM010758	FAM000130	FAM003272	FAM000888	FAM004472	FAM013113	FAM011525	FAM006348	FAM002971	FAM005467	FAM007191	FAM001756	FAM002068	FAM009006	FAM005202	FAM005068	FAM001225	FAM003322	FAM010708	FAM004028	FAM006640	FAM008336	FAM002972	FAM000652	FAM003442	FAM000886	FAM005775	FAM013534	FAM005975	FAM005317	FAM009290	FAM003411	FAM002354	FAM003265	FAM002082	FAM011113	FAM003331	FAM009795	FAM000548	FAM008152	FAM012720	FAM006520	FAM004497	FAM011822	FAM004399	FAM011281	FAM012738	FAM008953	FAM002758	FAM006316	FAM009916	FAM009846	FAM002530	FAM009314	FAM011840	FAM003040	FAM001755	FAM003419	FAM004694	FAM003930	FAM007863	FAM011795	FAM010346	FAM010763	FAM133548	FAM062546	FAM037852	FAM039133	FAM023967
rep457_seed2482	FAM007506	FAM009435	FAM011369	FAM002954	FAM001641	FAM003264	FAM003063	FAM006386	FAM002535	FAM006259	FAM011636	FAM001331	FAM005533	FAM003051	FAM005193	FAM000078	FAM000493	FAM004750	FAM000919	FAM000738	FAM002493	FAM009557	FAM000789	FAM011087	FAM005222	FAM000318	FAM005261	FAM012222	FAM009284	FAM009277	FAM001979	FAM009287	FAM005434	FAM005903	FAM001333	FAM004268	FAM000238	FAM011790	FAM003552	FAM005454	FAM005223	FAM008943	FAM014225	FAM006961	FAM005475	FAM004510	FAM004933	FAM003081	FAM007132	FAM002845	FAM012925	FAM007452	FAM004174	FAM008541	FAM004588	FAM010160	FAM003359	FAM011239	FAM013996	FAM004117	FAM000091	FAM002550	FAM003340	FAM008934	FAM010560	FAM008752	FAM014639	FAM011920	FAM132699	FAM058996	FAM039582	FAM033486	FAM024930
rep458_seed2483	FAM008107	FAM006725	FAM002542	FAM001713	FAM001157	FAM001010	FAM002131	FAM001859	FAM004668	FAM001501	FAM004571	FAM003518	FAM003066	FAM002714	FAM002830	FAM009015	FAM007230	FAM011146	FAM000124	FAM009145	FAM005489	FAM001395	FAM005851	FAM002066	FAM007673	FAM014695	FAM005483	FAM010360	FAM002090	FAM010028	FAM005186	FAM008881	FAM006780	FAM005298	FAM001704	FAM003342	FAM001639	FAM002862	FAM006613	FAM007292	FAM007349	FAM009049	FAM005855	FAM000979	FAM000290	FAM006273	FAM011687	FAM004815	FAM004873	FAM011915	FAM011489	FAM014022	FAM002058	FAM003781	FAM001221	FAM009009	FAM003765	FAM003602	FAM009449	FAM008129	FAM005397	FAM005317	FAM004926	FAM004070	FAM000662	FAM012803	FAM011327	FAM009888	FAM139858	FAM060122	FAM037974	FAM036602	FAM024186
